Mes,Subestacao,Consumo(kWh)
Novembro,Litoral,1888
Setembro,Aurora,1934
Abril,Litoral,1815
Setembro,Aurora,406
Marco,Planalto,861
Julho,Aurora,593
Junho,Horizonte,1323
Agosto,Progresso,303
Novembro,Aurora,1844
Setembro,Progresso,1255
Maio,Horizonte,1925
Janeiro,Progresso,1037
Marco,Horizonte,1239
Outubro,Progresso,53
Dezembro,Progresso,1536
Agosto,Litoral,194
Novembro,Aurora,214
Junho,Progresso,393
Agosto,Planalto,1947
Setembro,Litoral,1178
Abril,Aurora,1621
Janeiro,Litoral,1387
Janeiro,Aurora,1242
Outubro,Horizonte,569
Abril,Progresso,975
Dezembro,Planalto,1671
Julho,Litoral,1509
Fevereiro,Litoral,658
Marco,Litoral,561
Janeiro,Litoral,458
Maio,Progresso,485
Janeiro,Aurora,1388
Agosto,Progresso,591
Janeiro,Horizonte,662
Novembro,Progresso,1652
Janeiro,Progresso,949
Fevereiro,Horizonte,1934
Fevereiro,Progresso,1136
Dezembro,Aurora,1105
Junho,Planalto,1672
Julho,Horizonte,1284
Maio,Litoral,1536
Janeiro,Aurora,612
Janeiro,Planalto,624
Marco,Aurora,1153
Fevereiro,Aurora,1071
Maio,Litoral,392
Dezembro,Planalto,1305
Outubro,Aurora,1951
Junho,Litoral,662
Julho,Horizonte,178
Abril,Litoral,1092
Julho,Progresso,406
Novembro,Litoral,1492
Agosto,Litoral,1008
Novembro,Litoral,1679
Janeiro,Aurora,130
Junho,Planalto,1688
Agosto,Litoral,1954
Maio,Litoral,715
Abril,Progresso,830
Fevereiro,Progresso,1191
Junho,Horizonte,1927
Junho,Horizonte,1567
Novembro,Progresso,840
Janeiro,Planalto,541
Setembro,Horizonte,1948
Dezembro,Planalto,274
Novembro,Progresso,1036
Junho,Horizonte,468
Marco,Litoral,829
Abril,Progresso,186
Dezembro,Horizonte,275
Novembro,Planalto,1407
Abril,Planalto,1302
Marco,Horizonte,372
Outubro,Planalto,1181
Marco,Horizonte,861
Marco,Horizonte,494
Abril,Planalto,1990
Julho,Aurora,56
Abril,Litoral,177
Setembro,Progresso,1426
Janeiro,Litoral,316
Agosto,Progresso,734
Julho,Progresso,977
Fevereiro,Litoral,263
Agosto,Horizonte,296
Janeiro,Planalto,1691
Novembro,Aurora,1668
Dezembro,Aurora,1877
Setembro,Aurora,1447
Setembro,Litoral,470
Fevereiro,Litoral,1788
Julho,Horizonte,1114
Outubro,Aurora,766
Marco,Horizonte,1421
Julho,Aurora,1634
Dezembro,Litoral,192
Outubro,Planalto,190
Setembro,Planalto,614
Abril,Planalto,156
Dezembro,Planalto,82
Janeiro,Progresso,1273
Fevereiro,Aurora,168
Janeiro,Planalto,1873
Dezembro,Progresso,278
Maio,Progresso,1703
Maio,Progresso,737
Novembro,Horizonte,1258
Julho,Horizonte,879
Setembro,Progresso,1060
Setembro,Planalto,899
Marco,Aurora,1288
Marco,Litoral,782
Marco,Horizonte,1203
Abril,Planalto,894
Agosto,Planalto,321
Junho,Litoral,1831
Agosto,Litoral,684
Janeiro,Planalto,1081
Agosto,Litoral,452
Abril,Planalto,977
Novembro,Litoral,1652
Janeiro,Litoral,676
Agosto,Planalto,1442
Abril,Progresso,1873
Junho,Planalto,666
Agosto,Aurora,1030
Abril,Litoral,586
Marco,Horizonte,1126
Setembro,Litoral,296
Marco,Aurora,386
Setembro,Horizonte,1354
Fevereiro,Horizonte,82
Fevereiro,Planalto,848
Fevereiro,Progresso,597
Junho,Planalto,1416
Marco,Horizonte,940
Setembro,Horizonte,1312
Abril,Progresso,1565
Janeiro,Litoral,778
Abril,Progresso,1250
Janeiro,Planalto,93
Maio,Litoral,353
Abril,Planalto,1743
Agosto,Progresso,318
Agosto,Litoral,732
Julho,Progresso,1806
Marco,Aurora,449
Janeiro,Horizonte,1815
Janeiro,Litoral,652
Dezembro,Horizonte,971
Novembro,Aurora,1020
Marco,Litoral,480
Junho,Horizonte,470
Julho,Horizonte,180
Junho,Litoral,1483
Junho,Horizonte,1811
Junho,Horizonte,1298
Marco,Litoral,1216
Junho,Horizonte,627
Agosto,Horizonte,589
Novembro,Planalto,174
Novembro,Planalto,1285
Fevereiro,Aurora,983
Maio,Planalto,1501
Janeiro,Planalto,1510
Dezembro,Aurora,641
Janeiro,Horizonte,1311
Maio,Horizonte,693
Dezembro,Planalto,377
Marco,Aurora,861
Abril,Horizonte,1192
Marco,Progresso,95
Janeiro,Litoral,133
Janeiro,Litoral,843
Dezembro,Litoral,401
Dezembro,Planalto,1086
Maio,Litoral,686
Junho,Litoral,1910
Marco,Progresso,1245
Dezembro,Horizonte,283
Setembro,Progresso,1254
Maio,Planalto,1124
Agosto,Litoral,830
Janeiro,Horizonte,730
Maio,Litoral,1468
Marco,Litoral,982
Dezembro,Planalto,1901
Janeiro,Litoral,1873
Abril,Aurora,1502
Maio,Horizonte,1347
Julho,Horizonte,910
Janeiro,Aurora,1280
Marco,Planalto,197
Fevereiro,Litoral,349
Setembro,Litoral,1526
Outubro,Horizonte,598
Junho,Planalto,1746
Outubro,Planalto,1027
Marco,Planalto,432
Agosto,Litoral,1860
Agosto,Planalto,849
Fevereiro,Aurora,1691
Junho,Progresso,583
Julho,Planalto,1306
Fevereiro,Progresso,1707
Novembro,Litoral,1202
Outubro,Planalto,1895
Fevereiro,Horizonte,1802
Outubro,Litoral,1733
Janeiro,Aurora,619
Agosto,Aurora,980
Janeiro,Progresso,286
Setembro,Progresso,1655
Novembro,Horizonte,1015
Junho,Horizonte,750
Julho,Aurora,803
Outubro,Planalto,624
Julho,Aurora,1558
Outubro,Aurora,1314
Marco,Horizonte,1006
Fevereiro,Progresso,1066
Setembro,Horizonte,1770
Agosto,Horizonte,820
Dezembro,Horizonte,1814
Outubro,Aurora,272
Julho,Planalto,1172
Setembro,Aurora,1832
Abril,Litoral,606
Abril,Horizonte,960
Janeiro,Horizonte,322
Agosto,Litoral,1472
Dezembro,Horizonte,1590
Marco,Horizonte,479
Julho,Horizonte,572
Dezembro,Litoral,1009
Fevereiro,Aurora,1421
Fevereiro,Horizonte,959
Julho,Planalto,1624
Junho,Litoral,500
Marco,Progresso,1061
Setembro,Litoral,91
Outubro,Aurora,1788
Junho,Litoral,143
Outubro,Progresso,535
Outubro,Planalto,566
Junho,Progresso,1637
Janeiro,Litoral,1223
Abril,Progresso,766
Outubro,Litoral,1885
Junho,Planalto,548
Junho,Planalto,420
Novembro,Aurora,1030
Dezembro,Planalto,748
Maio,Horizonte,534
Janeiro,Progresso,714
Agosto,Progresso,1456
Maio,Litoral,677
Dezembro,Planalto,1734
Dezembro,Aurora,781
Dezembro,Aurora,241
Maio,Aurora,1818
Julho,Horizonte,885
Abril,Planalto,1294
Junho,Aurora,1120
Abril,Horizonte,176
Marco,Progresso,1876
Julho,Litoral,776
Agosto,Planalto,1080
Abril,Planalto,745
Fevereiro,Progresso,1189
Dezembro,Planalto,613
Outubro,Planalto,415
Marco,Planalto,1119
Janeiro,Planalto,442
Agosto,Horizonte,1003
Marco,Horizonte,72
Dezembro,Litoral,1204
Outubro,Planalto,1200
Julho,Progresso,494
Outubro,Aurora,826
Maio,Litoral,1382
Outubro,Aurora,757
Maio,Aurora,482
Julho,Planalto,522
Setembro,Progresso,97
Dezembro,Aurora,1964
Maio,Aurora,1155
Janeiro,Litoral,1182
Outubro,Progresso,312
Outubro,Progresso,1940
Janeiro,Aurora,1104
Fevereiro,Progresso,407
Junho,Litoral,617
Setembro,Litoral,529
Agosto,Litoral,916
Maio,Planalto,1262
Janeiro,Aurora,1078
Julho,Progresso,1359
Maio,Litoral,1863
Junho,Aurora,1730
Julho,Aurora,1467
Marco,Planalto,1528
Dezembro,Progresso,757
Outubro,Progresso,475
Marco,Litoral,1100
Maio,Litoral,176
Junho,Aurora,184
Setembro,Progresso,1608
Dezembro,Progresso,380
Maio,Litoral,1702
Janeiro,Horizonte,441
Abril,Aurora,57
Maio,Progresso,662
Dezembro,Planalto,1334
Outubro,Planalto,1272
Outubro,Horizonte,647
Maio,Litoral,1813
Julho,Litoral,435
Abril,Litoral,521
Janeiro,Planalto,228
Maio,Litoral,499
Julho,Planalto,1313
Outubro,Horizonte,1597
Outubro,Aurora,864
Junho,Progresso,1819
Maio,Horizonte,1256
Abril,Planalto,1867
Fevereiro,Horizonte,407
Abril,Progresso,425
Outubro,Aurora,751
Outubro,Progresso,887
Marco,Planalto,1800
Outubro,Progresso,1843
Janeiro,Horizonte,587
Agosto,Litoral,831
Maio,Horizonte,131
Abril,Planalto,1431
Agosto,Aurora,234
Julho,Progresso,337
Fevereiro,Aurora,1135
Janeiro,Planalto,932
Dezembro,Progresso,556
Novembro,Horizonte,1535
Abril,Horizonte,79
Agosto,Planalto,1982
Dezembro,Progresso,985
Fevereiro,Horizonte,80
Marco,Planalto,1366
Dezembro,Planalto,1246
Janeiro,Aurora,1687
Janeiro,Horizonte,1201
Marco,Progresso,135
Novembro,Horizonte,1388
Maio,Horizonte,77
Dezembro,Horizonte,171
Marco,Planalto,1324
Janeiro,Litoral,622
Janeiro,Litoral,452
Agosto,Aurora,732
Outubro,Horizonte,1516
Novembro,Litoral,321
Dezembro,Aurora,886
Dezembro,Planalto,1885
Fevereiro,Horizonte,162
Marco,Progresso,1779
Fevereiro,Planalto,1467
Marco,Aurora,68
Julho,Planalto,1925
Janeiro,Progresso,654
Outubro,Planalto,1802
Agosto,Aurora,514
Outubro,Progresso,740
Outubro,Progresso,1060
Outubro,Planalto,1982
Fevereiro,Progresso,1264
Marco,Planalto,1566
Setembro,Horizonte,1985
Julho,Progresso,1063
Abril,Planalto,212
Outubro,Horizonte,1685
Maio,Progresso,748
Fevereiro,Horizonte,344
Novembro,Progresso,628
Agosto,Aurora,1146
Abril,Aurora,1817
Setembro,Planalto,750
Maio,Litoral,1635
Setembro,Aurora,1382
Abril,Litoral,351
Outubro,Horizonte,1381
Maio,Horizonte,173
Setembro,Litoral,718
Agosto,Planalto,1334
Marco,Progresso,244
Janeiro,Litoral,891
Marco,Litoral,400
Abril,Litoral,1916
Fevereiro,Litoral,1841
Janeiro,Litoral,538
Julho,Planalto,249
Agosto,Aurora,933
Julho,Progresso,557
Maio,Aurora,947
Dezembro,Litoral,1653
Janeiro,Aurora,495
Julho,Planalto,129
Julho,Horizonte,794
Setembro,Aurora,747
Marco,Progresso,1690
Setembro,Planalto,1542
Janeiro,Horizonte,1910
Janeiro,Planalto,1515
Abril,Litoral,980
Setembro,Horizonte,703
Junho,Progresso,1984
Novembro,Horizonte,951
Marco,Progresso,321
Janeiro,Litoral,1416
Abril,Progresso,173
Dezembro,Planalto,1296
Setembro,Aurora,1563
Marco,Planalto,735
Dezembro,Planalto,1776
Setembro,Horizonte,701
Julho,Litoral,346
Dezembro,Aurora,1192
Abril,Progresso,836
Marco,Horizonte,1149
Outubro,Litoral,670
Maio,Aurora,1704
Maio,Planalto,1022
Marco,Litoral,930
Dezembro,Litoral,1331
Setembro,Litoral,1605
Abril,Planalto,1704
Novembro,Progresso,400
Maio,Horizonte,1722
Abril,Progresso,1350
Maio,Aurora,304
Julho,Horizonte,1337
Setembro,Aurora,728
Julho,Planalto,1750
Maio,Progresso,78
Outubro,Litoral,516
Outubro,Horizonte,1108
Julho,Litoral,798
Outubro,Aurora,1367
Maio,Litoral,651
Marco,Litoral,1276
Julho,Planalto,789
Novembro,Planalto,980
Novembro,Progresso,1141
Fevereiro,Aurora,180
Dezembro,Planalto,1950
Setembro,Planalto,160
Outubro,Progresso,573
Outubro,Horizonte,1361
Dezembro,Progresso,736
Janeiro,Litoral,880
Junho,Litoral,715
Julho,Planalto,1116
Agosto,Planalto,924
Outubro,Progresso,1790
Setembro,Progresso,1757
Fevereiro,Aurora,1367
Novembro,Litoral,334
Outubro,Progresso,872
Fevereiro,Horizonte,613
Maio,Aurora,1700
Maio,Progresso,68
Junho,Planalto,1580
Marco,Progresso,596
Agosto,Planalto,97
Janeiro,Planalto,1818
Junho,Litoral,268
Abril,Litoral,1695
Janeiro,Progresso,815
Julho,Progresso,1261
Setembro,Horizonte,80
Abril,Aurora,308
Abril,Aurora,1748
Junho,Progresso,1417
Dezembro,Litoral,357
Marco,Horizonte,1144
Dezembro,Aurora,356
Junho,Progresso,617
Julho,Litoral,1172
Novembro,Litoral,70
Outubro,Litoral,1970
Outubro,Planalto,1693
Marco,Litoral,1638
Julho,Progresso,1079
Marco,Horizonte,280
Fevereiro,Progresso,131
Dezembro,Litoral,1007
Outubro,Horizonte,266
Abril,Aurora,384
Dezembro,Aurora,608
Agosto,Progresso,913
Setembro,Horizonte,923
Julho,Progresso,802
Janeiro,Horizonte,1763
Marco,Horizonte,643
Dezembro,Progresso,1872
Setembro,Horizonte,753
Dezembro,Litoral,974
Janeiro,Horizonte,1728
Setembro,Horizonte,1899
Agosto,Progresso,1864
Janeiro,Aurora,602
Junho,Planalto,1532
Maio,Horizonte,832
Junho,Planalto,136
Outubro,Horizonte,1588
Dezembro,Progresso,1796
Maio,Progresso,562
Junho,Horizonte,1033
Maio,Progresso,1058
Novembro,Progresso,636
Dezembro,Horizonte,1551
Maio,Aurora,547
Abril,Horizonte,956
Marco,Aurora,1005
Marco,Progresso,792
Abril,Aurora,498
Setembro,Progresso,637
Fevereiro,Aurora,309
Setembro,Aurora,1610
Janeiro,Horizonte,1273
Janeiro,Aurora,512
Maio,Progresso,143
Junho,Horizonte,1070
Junho,Aurora,1425
Marco,Horizonte,1181
Julho,Planalto,404
Setembro,Horizonte,518
Novembro,Planalto,144
Dezembro,Planalto,917
Outubro,Horizonte,140
Agosto,Progresso,1117
Junho,Progresso,1529
Dezembro,Progresso,1004
Agosto,Litoral,433
Dezembro,Planalto,72
Maio,Horizonte,1775
Agosto,Progresso,72
Outubro,Progresso,1307
Dezembro,Horizonte,1771
Abril,Planalto,360
Outubro,Horizonte,1490
Agosto,Litoral,1406
Outubro,Litoral,624
Dezembro,Horizonte,152
Fevereiro,Planalto,549
Dezembro,Progresso,877
Dezembro,Litoral,1556
Maio,Litoral,238
Setembro,Planalto,1921
Abril,Litoral,509
Novembro,Litoral,238
Junho,Planalto,400
Janeiro,Horizonte,630
Setembro,Progresso,163
Janeiro,Progresso,153
Maio,Litoral,669
Abril,Progresso,1581
Dezembro,Horizonte,1418
Marco,Litoral,1094
Junho,Progresso,436
Fevereiro,Aurora,993
Marco,Aurora,1851
Maio,Aurora,904
Setembro,Aurora,1282
Fevereiro,Aurora,1755
Outubro,Litoral,532
Agosto,Planalto,522
Fevereiro,Planalto,1779
Novembro,Litoral,908
Maio,Litoral,991
Julho,Horizonte,442
Agosto,Planalto,1708
Janeiro,Aurora,1762
Junho,Litoral,565
Janeiro,Aurora,1261
Fevereiro,Planalto,395
Janeiro,Progresso,1425
Novembro,Progresso,590
Maio,Litoral,1671
Outubro,Horizonte,96
Setembro,Aurora,1150
Junho,Litoral,392
Novembro,Horizonte,1264
Novembro,Aurora,592
Janeiro,Planalto,868
Janeiro,Progresso,1754
Fevereiro,Horizonte,1109
Setembro,Aurora,806
Marco,Litoral,1497
Janeiro,Aurora,400
Maio,Litoral,237
Julho,Progresso,1600
Junho,Progresso,383
Dezembro,Aurora,532
Janeiro,Aurora,1289
Maio,Litoral,1231
Maio,Litoral,1999
Junho,Horizonte,716
Marco,Horizonte,1314
Maio,Horizonte,345
Julho,Aurora,1535
Maio,Horizonte,94
Maio,Aurora,544
Maio,Progresso,224
Outubro,Planalto,1053
Outubro,Progresso,1419
Marco,Aurora,105
Janeiro,Aurora,1639
Maio,Planalto,390
Setembro,Litoral,1850
Janeiro,Litoral,1959
Marco,Litoral,1824
Abril,Horizonte,1906
Janeiro,Litoral,1181
Janeiro,Horizonte,1783
Agosto,Horizonte,1970
Fevereiro,Litoral,263
Dezembro,Litoral,1572
Agosto,Planalto,807
Julho,Planalto,1470
Outubro,Horizonte,599
Outubro,Planalto,546
Fevereiro,Horizonte,222
Junho,Aurora,154
Junho,Horizonte,1625
Marco,Horizonte,528
Novembro,Planalto,1472
Fevereiro,Aurora,483
Dezembro,Progresso,691
Janeiro,Progresso,742
Junho,Progresso,1040
Dezembro,Aurora,971
Maio,Litoral,243
Novembro,Aurora,892
Setembro,Planalto,850
Janeiro,Horizonte,1539
Julho,Horizonte,1414
Maio,Planalto,108
Maio,Planalto,1936
Fevereiro,Horizonte,1611
Novembro,Litoral,527
Marco,Litoral,1176
Julho,Litoral,582
Junho,Planalto,641
Dezembro,Horizonte,888
Fevereiro,Horizonte,1784
Junho,Horizonte,1395
Fevereiro,Aurora,598
Fevereiro,Aurora,1087
Fevereiro,Progresso,1529
Novembro,Aurora,270
Marco,Litoral,925
Fevereiro,Litoral,1464
Abril,Litoral,727
Setembro,Litoral,1246
Junho,Progresso,711
Janeiro,Litoral,733
Agosto,Planalto,1154
Dezembro,Planalto,385
Julho,Planalto,274
Outubro,Aurora,920
Marco,Horizonte,84
Janeiro,Progresso,1943
Maio,Planalto,237
Abril,Planalto,1297
Outubro,Litoral,692
Agosto,Planalto,1959
Janeiro,Litoral,1012
Outubro,Litoral,1017
Janeiro,Horizonte,543
Dezembro,Aurora,1936
Abril,Litoral,360
Agosto,Litoral,570
Maio,Horizonte,1654
Fevereiro,Litoral,1613
Junho,Progresso,1984
Maio,Aurora,418
Fevereiro,Progresso,1548
Novembro,Planalto,795
Novembro,Aurora,80
Novembro,Planalto,1900
Marco,Litoral,1305
Setembro,Horizonte,1923
Julho,Progresso,1047
Julho,Planalto,546
Novembro,Litoral,1639
Junho,Progresso,1013
Agosto,Progresso,1248
Abril,Planalto,347
Agosto,Litoral,1864
Abril,Horizonte,1438
Agosto,Planalto,1159
Setembro,Progresso,626
Marco,Progresso,1162
Marco,Aurora,103
Novembro,Litoral,1703
Fevereiro,Aurora,1434
Outubro,Horizonte,1549
Marco,Planalto,278
Marco,Progresso,828
Maio,Litoral,1904
Maio,Progresso,1607
Fevereiro,Aurora,1832
Dezembro,Aurora,1034
Outubro,Planalto,422
Junho,Litoral,518
Maio,Litoral,469
Junho,Planalto,1899
Janeiro,Aurora,581
Maio,Aurora,1473
Setembro,Aurora,1037
Dezembro,Progresso,1257
Outubro,Horizonte,1934
Fevereiro,Aurora,611
Janeiro,Horizonte,139
Outubro,Horizonte,1689
Novembro,Litoral,1779
Setembro,Planalto,1456
Outubro,Progresso,418
Setembro,Horizonte,1147
Setembro,Progresso,1342
Junho,Litoral,64
Agosto,Aurora,1402
Novembro,Horizonte,1868
Janeiro,Planalto,1465
Outubro,Litoral,1783
Abril,Progresso,1507
Janeiro,Aurora,393
Agosto,Progresso,1268
Janeiro,Planalto,1995
Marco,Horizonte,1109
Abril,Planalto,966
Agosto,Progresso,254
Junho,Progresso,1893
Outubro,Planalto,1724
Dezembro,Planalto,825
Julho,Planalto,1130
Agosto,Aurora,1183
Fevereiro,Progresso,735
Outubro,Litoral,1569
Novembro,Aurora,767
Agosto,Aurora,274
Marco,Aurora,1459
Julho,Litoral,113
Marco,Planalto,1837
Julho,Progresso,997
Novembro,Horizonte,1010
Dezembro,Horizonte,1852
Fevereiro,Progresso,1975
Outubro,Litoral,1425
Junho,Horizonte,1536
Marco,Aurora,1917
Marco,Horizonte,369
Setembro,Progresso,406
Julho,Aurora,142
Maio,Horizonte,744
Dezembro,Progresso,1373
Outubro,Litoral,1799
Julho,Progresso,1567
Setembro,Litoral,1727
Janeiro,Aurora,1668
Julho,Progresso,1462
Junho,Planalto,1684
Outubro,Planalto,1866
Dezembro,Planalto,483
Setembro,Planalto,1175
Janeiro,Planalto,890
Abril,Litoral,1451
Setembro,Progresso,1656
Abril,Aurora,1958
Outubro,Planalto,1411
Marco,Planalto,1073
Setembro,Aurora,947
Fevereiro,Aurora,933
Abril,Planalto,827
Junho,Litoral,541
Fevereiro,Aurora,1715
Agosto,Progresso,1133
Agosto,Progresso,862
Janeiro,Litoral,1582
Dezembro,Horizonte,441
Marco,Litoral,1192
Outubro,Planalto,1848
Setembro,Horizonte,1544
Maio,Planalto,1401
Junho,Progresso,70
Abril,Aurora,1170
Outubro,Planalto,1888
Fevereiro,Progresso,562
Novembro,Litoral,957
Agosto,Planalto,764
Novembro,Progresso,993
Junho,Aurora,1713
Maio,Planalto,399
Setembro,Progresso,1205
Janeiro,Planalto,595
Maio,Aurora,648
Junho,Planalto,81
Maio,Planalto,308
Junho,Progresso,525
Junho,Horizonte,1909
Julho,Planalto,874
Abril,Horizonte,1955
Novembro,Litoral,1021
Agosto,Planalto,969
Julho,Horizonte,82
Setembro,Litoral,948
Julho,Progresso,437
Marco,Planalto,1871
Marco,Progresso,1911
Agosto,Litoral,1634
Maio,Progresso,847
Abril,Progresso,505
Agosto,Aurora,1667
Junho,Litoral,1217
Fevereiro,Progresso,1975
Abril,Horizonte,1865
Dezembro,Litoral,1956
Novembro,Aurora,1677
Abril,Planalto,273
Junho,Progresso,266
Junho,Horizonte,205
Janeiro,Aurora,838
Agosto,Litoral,1593
Junho,Progresso,85
Marco,Aurora,685
Setembro,Aurora,58
Fevereiro,Horizonte,1113
Novembro,Planalto,1542
Agosto,Planalto,228
Outubro,Planalto,1714
Marco,Litoral,1008
Dezembro,Aurora,550
Maio,Litoral,422
Junho,Aurora,1141
Outubro,Horizonte,1019
Junho,Horizonte,1739
Abril,Litoral,1497
Marco,Litoral,564
Abril,Horizonte,413
Janeiro,Progresso,1963
Abril,Planalto,826
Janeiro,Planalto,1524
Dezembro,Horizonte,1589
Janeiro,Planalto,823
Outubro,Progresso,378
Junho,Progresso,843
Maio,Aurora,1971
Novembro,Litoral,1011
Abril,Planalto,419
Novembro,Progresso,646
Marco,Litoral,1927
Janeiro,Litoral,1460
Junho,Aurora,1620
Fevereiro,Litoral,1187
Agosto,Litoral,620
Outubro,Horizonte,1111
Maio,Aurora,1618
Julho,Aurora,426
Outubro,Planalto,1472
Dezembro,Litoral,1276
Fevereiro,Planalto,1275
Agosto,Progresso,149
Fevereiro,Litoral,1471
Abril,Progresso,1523
Janeiro,Horizonte,1886
Maio,Litoral,865
Setembro,Planalto,167
Janeiro,Planalto,470
Setembro,Litoral,1316
Novembro,Planalto,590
Agosto,Litoral,1300
Junho,Aurora,1574
Julho,Planalto,1925
Marco,Litoral,1286
Janeiro,Litoral,979
Maio,Planalto,748
Dezembro,Aurora,162
Dezembro,Planalto,422
Fevereiro,Litoral,348
Maio,Aurora,1746
Agosto,Progresso,1092
Novembro,Horizonte,825
Setembro,Planalto,720
Fevereiro,Litoral,60
Dezembro,Aurora,57
Marco,Aurora,1226
Marco,Progresso,1698
Janeiro,Planalto,1733
Agosto,Aurora,1623
Junho,Progresso,1208
Dezembro,Litoral,1446
Agosto,Progresso,510
Novembro,Planalto,1308
Setembro,Progresso,304
Maio,Aurora,635
Dezembro,Aurora,1401
Marco,Horizonte,411
Maio,Progresso,1447
Maio,Litoral,1052
Maio,Planalto,837
Marco,Horizonte,258
Novembro,Progresso,316
Outubro,Litoral,705
Abril,Horizonte,1046
Setembro,Aurora,603
Outubro,Planalto,785
Setembro,Progresso,1931
