Mes,Subestacao,Consumo(kWh)
Maio,Aurora,285
Abril,Litoral,1176
Agosto,Litoral,321
Agosto,Litoral,1718
Julho,Aurora,129
Marco,Planalto,186
Janeiro,Progresso,538
Janeiro,Aurora,132
Dezembro,Litoral,449
Novembro,Horizonte,1874
Marco,Aurora,863
Junho,Litoral,1933
Julho,Litoral,951
Junho,Progresso,291
Junho,Aurora,284
Junho,Aurora,1126
Marco,Progresso,1073
Junho,Horizonte,1647
Agosto,Horizonte,1806
Novembro,Planalto,1963
Novembro,Planalto,368
Fevereiro,Progresso,1421
Maio,Aurora,1717
Janeiro,Litoral,1773
Dezembro,Horizonte,1843
Janeiro,Aurora,921
Maio,Planalto,1931
Dezembro,Horizonte,1407
Marco,Litoral,1057
Abril,Planalto,1343
Marco,Litoral,1021
Janeiro,Planalto,1422
Janeiro,Litoral,715
Dezembro,Horizonte,295
Dezembro,Progresso,1614
Maio,Litoral,1425
Junho,Horizonte,300
Marco,Aurora,1877
Dezembro,Aurora,160
Setembro,Planalto,997
Maio,Progresso,1832
Agosto,Planalto,1035
Janeiro,Litoral,1337
Maio,Progresso,423
Marco,Litoral,171
Dezembro,Horizonte,1635
Janeiro,Progresso,575
Abril,Aurora,229
Maio,Horizonte,1324
Julho,Horizonte,158
Janeiro,Litoral,1726
Marco,Planalto,1647
Fevereiro,Litoral,1195
Setembro,Horizonte,913
Outubro,Progresso,149
Junho,Aurora,1328
Outubro,Horizonte,1013
Marco,Planalto,1431
Agosto,Planalto,828
Agosto,Progresso,573
Fevereiro,Planalto,242
Junho,Progresso,1137
Julho,Planalto,737
Fevereiro,Litoral,1821
Novembro,Aurora,1850
Outubro,Aurora,290
Fevereiro,Horizonte,1622
Outubro,Horizonte,673
Janeiro,Litoral,75
Agosto,Litoral,904
Janeiro,Aurora,946
Setembro,Horizonte,117
Novembro,Horizonte,1471
Junho,Aurora,1788
Julho,Progresso,1617
Outubro,Litoral,1752
Julho,Horizonte,1440
Outubro,Aurora,1693
Marco,Litoral,295
Fevereiro,Aurora,1959
Setembro,Progresso,286
Agosto,Planalto,646
Dezembro,Horizonte,436
Outubro,Litoral,598
Julho,Aurora,1424
Setembro,Aurora,1201
Abril,Litoral,201
Abril,Horizonte,194
Janeiro,Horizonte,1691
Agosto,Aurora,850
Dezembro,Horizonte,1295
Marco,Planalto,1907
Julho,Progresso,1744
Dezembro,Progresso,1067
Fevereiro,Planalto,309
Fevereiro,Horizonte,568
Julho,Aurora,764
Junho,Horizonte,286
Marco,Litoral,1932
Setembro,Litoral,1007
Outubro,Horizonte,268
Junho,Planalto,1695
Outubro,Litoral,1485
Outubro,Progresso,665
Junho,Aurora,993
Janeiro,Planalto,1324
Abril,Litoral,568
Outubro,Aurora,656
Junho,Progresso,762
Junho,Litoral,620
Novembro,Litoral,645
Dezembro,Aurora,236
Maio,Aurora,1943
Janeiro,Horizonte,1600
Agosto,Litoral,1498
Maio,Progresso,725
Dezembro,Aurora,1857
Dezembro,Planalto,1267
Dezembro,Litoral,495
Maio,Planalto,767
Julho,Litoral,1120
Abril,Aurora,928
Junho,Horizonte,209
Abril,Litoral,659
Marco,Aurora,775
Julho,Aurora,255
Agosto,Aurora,173
Abril,Planalto,1157
Fevereiro,Aurora,1283
Dezembro,Planalto,1836
Outubro,Progresso,458
Marco,Horizonte,1514
Janeiro,Aurora,787
Agosto,Progresso,1966
Marco,Aurora,1736
Dezembro,Progresso,1143
Outubro,Aurora,1217
Julho,Horizonte,208
Outubro,Aurora,388
Maio,Planalto,1499
Outubro,Aurora,593
Maio,Litoral,1051
Julho,Planalto,1494
Setembro,Progresso,1247
Dezembro,Aurora,1628
Maio,Aurora,1286
Janeiro,Aurora,1270
Outubro,Litoral,1998
Outubro,Horizonte,1898
Janeiro,Horizonte,1307
Fevereiro,Planalto,204
Junho,Planalto,324
Setembro,Litoral,1290
Agosto,Litoral,1731
Maio,Litoral,1500
Janeiro,Progresso,1524
Julho,Litoral,207
Maio,Litoral,233
Junho,Litoral,1272
Julho,Litoral,307
Marco,Horizonte,1224
Dezembro,Aurora,1554
Outubro,Aurora,1174
Marco,Horizonte,339
Maio,Litoral,1837
Junho,Progresso,1618
Setembro,Progresso,616
Dezembro,Planalto,781
Maio,Aurora,1023
Janeiro,Planalto,616
Abril,Litoral,1282
Maio,Planalto,989
Dezembro,Litoral,172
Outubro,Planalto,836
Outubro,Horizonte,1188
Maio,Litoral,1332
Julho,Progresso,1859
Abril,Litoral,1827
Janeiro,Progresso,942
Maio,Progresso,1060
Julho,Planalto,560
Outubro,Aurora,126
Outubro,Aurora,502
Junho,Aurora,1533
Maio,Progresso,482
Abril,Aurora,712
Fevereiro,Litoral,516
Abril,Litoral,1667
Outubro,Litoral,1733
Outubro,Progresso,1727
Marco,Progresso,847
Outubro,Aurora,1265
Janeiro,Planalto,623
Agosto,Progresso,456
Maio,Horizonte,833
Abril,Litoral,551
Agosto,Litoral,1707
Julho,Aurora,1134
Fevereiro,Planalto,626
Janeiro,Litoral,1278
Dezembro,Progresso,208
Novembro,Planalto,502
Abril,Litoral,1122
Agosto,Aurora,988
Dezembro,Aurora,934
Fevereiro,Aurora,1916
Marco,Progresso,768
Dezembro,Aurora,805
Janeiro,Horizonte,749
Janeiro,Progresso,991
Marco,Horizonte,1856
Novembro,Aurora,1890
Maio,Planalto,1040
Dezembro,Progresso,358
Marco,Horizonte,1590
Janeiro,Progresso,1976
Janeiro,Horizonte,70
Agosto,Progresso,1117
Outubro,Litoral,1289
Novembro,Horizonte,1712
Dezembro,Horizonte,498
Dezembro,Progresso,1007
Fevereiro,Planalto,1504
Marco,Litoral,206
Fevereiro,Horizonte,1648
Marco,Aurora,674
Julho,Aurora,201
Janeiro,Progresso,993
Outubro,Planalto,1718
Agosto,Litoral,392
Outubro,Horizonte,711
Outubro,Aurora,171
Outubro,Horizonte,1330
Fevereiro,Aurora,845
Marco,Progresso,1303
Setembro,Progresso,1271
Julho,Horizonte,785
Abril,Progresso,1278
Outubro,Litoral,1458
Maio,Progresso,1951
Fevereiro,Litoral,1323
Novembro,Progresso,383
Agosto,Horizonte,1110
Abril,Litoral,215
Setembro,Planalto,1978
Maio,Horizonte,1107
Setembro,Litoral,988
Abril,Aurora,1389
Outubro,Aurora,1446
Maio,Planalto,1638
Setembro,Aurora,609
Agosto,Horizonte,1490
Marco,Litoral,1710
Janeiro,Horizonte,1118
Marco,Progresso,1414
Abril,Progresso,75
Fevereiro,Aurora,1048
Janeiro,Planalto,954
Julho,Planalto,621
Agosto,Progresso,439
Julho,Planalto,1166
Maio,Planalto,1941
Dezembro,Aurora,1348
Janeiro,Horizonte,1245
Julho,Horizonte,1869
Julho,Litoral,1556
Setembro,Horizonte,280
Marco,Horizonte,931
Setembro,Aurora,564
Janeiro,Aurora,1942
Janeiro,Horizonte,553
Abril,Litoral,959
Setembro,Horizonte,1600
Junho,Horizonte,1831
Novembro,Progresso,553
Marco,Litoral,716
Janeiro,Horizonte,1999
Abril,Aurora,518
Dezembro,Horizonte,58
Setembro,Planalto,632
Marco,Progresso,1374
Dezembro,Progresso,1647
Setembro,Progresso,1452
Julho,Litoral,531
Dezembro,Progresso,1522
Abril,Horizonte,265
Marco,Litoral,1474
Outubro,Planalto,610
Maio,Aurora,1074
Maio,Progresso,1653
Marco,Horizonte,1999
Dezembro,Litoral,916
Setembro,Horizonte,1171
Abril,Progresso,1627
Novembro,Aurora,1824
Maio,Litoral,1979
Abril,Horizonte,1876
Maio,Litoral,545
Julho,Progresso,1095
Setembro,Progresso,68
Julho,Planalto,655
Maio,Planalto,563
Outubro,Progresso,1390
Outubro,Litoral,1622
Julho,Horizonte,230
Outubro,Horizonte,338
Maio,Litoral,803
Marco,Aurora,639
Julho,Litoral,1354
Novembro,Progresso,1345
Novembro,Progresso,1611
Fevereiro,Planalto,1517
Dezembro,Horizonte,966
Setembro,Planalto,319
Outubro,Horizonte,125
Outubro,Litoral,1114
Dezembro,Aurora,1385
Janeiro,Horizonte,1318
Junho,Aurora,653
Julho,Aurora,1891
Agosto,Aurora,471
Outubro,Litoral,1029
Setembro,Aurora,1167
Fevereiro,Aurora,1103
Novembro,Progresso,1950
Outubro,Progresso,1925
Fevereiro,Horizonte,1293
Maio,Progresso,1001
Maio,Horizonte,185
Junho,Aurora,1851
Marco,Progresso,1483
Agosto,Planalto,1887
Janeiro,Litoral,693
Junho,Progresso,1066
Abril,Litoral,1077
Janeiro,Progresso,274
Julho,Progresso,495
Setembro,Planalto,1159
Abril,Aurora,944
Abril,Horizonte,1161
Junho,Progresso,1561
Dezembro,Progresso,608
Marco,Litoral,1305
Dezembro,Aurora,271
Junho,Progresso,709
Julho,Progresso,222
Novembro,Horizonte,1969
Outubro,Aurora,1765
Outubro,Aurora,160
Marco,Progresso,1776
Julho,Aurora,1623
Marco,Aurora,1064
Fevereiro,Horizonte,490
Dezembro,Planalto,115
Outubro,Horizonte,152
Abril,Planalto,1090
Dezembro,Horizonte,1365
Agosto,Progresso,1303
Setembro,Horizonte,387
Julho,Aurora,1353
Janeiro,Aurora,53
Marco,Litoral,1997
Dezembro,Progresso,1996
Setembro,Aurora,1834
Dezembro,Progresso,570
Janeiro,Horizonte,53
Setembro,Aurora,443
Agosto,Progresso,576
Janeiro,Horizonte,1514
Junho,Planalto,820
Maio,Litoral,985
Junho,Horizonte,403
Outubro,Planalto,1528
Dezembro,Progresso,1813
Maio,Planalto,1545
Junho,Aurora,1492
Maio,Progresso,893
Novembro,Litoral,400
Dezembro,Litoral,1683
Maio,Progresso,654
Abril,Aurora,731
Marco,Progresso,671
Marco,Progresso,1963
Abril,Progresso,642
Setembro,Horizonte,683
Fevereiro,Litoral,121
Setembro,Litoral,853
Janeiro,Aurora,1660
Janeiro,Litoral,727
Maio,Aurora,932
Junho,Aurora,1487
Junho,Litoral,625
Marco,Progresso,844
Julho,Progresso,183
Setembro,Horizonte,1832
Novembro,Aurora,1690
Dezembro,Planalto,1736
Outubro,Planalto,285
Agosto,Litoral,1868
Junho,Litoral,330
Dezembro,Planalto,1538
Agosto,Horizonte,967
Dezembro,Aurora,1438
Maio,Aurora,1954
Agosto,Litoral,422
Outubro,Litoral,327
Dezembro,Progresso,1454
Abril,Horizonte,1305
Outubro,Aurora,607
Agosto,Progresso,549
Outubro,Planalto,482
Dezembro,Progresso,236
Fevereiro,Planalto,1380
Dezembro,Planalto,906
Dezembro,Aurora,588
Maio,Progresso,829
Setembro,Aurora,247
Abril,Horizonte,1378
Novembro,Horizonte,129
Junho,Horizonte,750
Janeiro,Horizonte,224
Setembro,Planalto,1577
Janeiro,Horizonte,1670
Maio,Aurora,401
Abril,Progresso,813
Dezembro,Progresso,1291
Marco,Aurora,902
Junho,Litoral,1975
Fevereiro,Litoral,279
Marco,Litoral,1363
Maio,Litoral,1602
Setembro,Planalto,451
Fevereiro,Planalto,1154
Outubro,Progresso,1916
Agosto,Progresso,730
Fevereiro,Planalto,178
Novembro,Planalto,1354
Maio,Progresso,1438
Julho,Aurora,1120
Agosto,Planalto,613
Janeiro,Aurora,448
Junho,Horizonte,765
Janeiro,Aurora,1690
Fevereiro,Aurora,839
Janeiro,Planalto,1377
Novembro,Horizonte,904
Maio,Litoral,1777
Outubro,Aurora,1246
Setembro,Horizonte,1907
Junho,Horizonte,740
Novembro,Planalto,353
Novembro,Horizonte,350
Janeiro,Litoral,112
Janeiro,Planalto,669
Fevereiro,Aurora,1014
Setembro,Planalto,340
Marco,Aurora,420
Janeiro,Planalto,1834
Maio,Horizonte,1933
Julho,Litoral,562
Junho,Planalto,450
Dezembro,Progresso,686
Janeiro,Horizonte,967
Maio,Planalto,51
Maio,Horizonte,1128
Junho,Progresso,1266
Marco,Horizonte,1942
Maio,Horizonte,1998
Julho,Planalto,1665
Maio,Horizonte,1248
Maio,Planalto,393
Maio,Litoral,286
Outubro,Progresso,868
Outubro,Aurora,1619
Marco,Progresso,1501
Janeiro,Horizonte,1440
Maio,Planalto,1144
Setembro,Aurora,804
Janeiro,Aurora,1700
Marco,Horizonte,963
Abril,Aurora,764
Janeiro,Planalto,200
Janeiro,Horizonte,605
Agosto,Progresso,638
Fevereiro,Horizonte,639
Dezembro,Horizonte,195
Agosto,Aurora,1587
Julho,Litoral,1886
Outubro,Aurora,161
Outubro,Litoral,1459
Fevereiro,Horizonte,757
Junho,Horizonte,1026
Junho,Progresso,511
Marco,Aurora,1735
Novembro,Progresso,1153
Fevereiro,Planalto,752
Dezembro,Horizonte,378
Janeiro,Progresso,1152
Junho,Planalto,402
Dezembro,Litoral,1844
Maio,Aurora,1973
Novembro,Planalto,1554
Setembro,Aurora,1243
Janeiro,Horizonte,1851
Julho,Litoral,621
Maio,Horizonte,1955
Maio,Planalto,188
Fevereiro,Litoral,853
Novembro,Planalto,160
Marco,Aurora,67
Julho,Horizonte,67
Junho,Aurora,205
Dezembro,Litoral,314
Fevereiro,Progresso,464
Junho,Aurora,1059
Fevereiro,Litoral,291
Fevereiro,Litoral,898
Fevereiro,Planalto,646
Novembro,Aurora,1379
Marco,Horizonte,1154
Fevereiro,Aurora,243
Abril,Planalto,1828
Setembro,Litoral,930
Junho,Horizonte,60
Janeiro,Progresso,72
Agosto,Horizonte,901
Dezembro,Aurora,1441
Julho,Horizonte,1813
Outubro,Aurora,1284
Marco,Horizonte,893
Janeiro,Aurora,565
Maio,Litoral,171
Abril,Litoral,1031
Outubro,Aurora,1217
Agosto,Aurora,1198
Janeiro,Progresso,1341
Outubro,Aurora,148
Janeiro,Planalto,477
Dezembro,Aurora,1884
Abril,Litoral,1881
Agosto,Horizonte,900
Maio,Litoral,1503
Fevereiro,Planalto,1171
Junho,Horizonte,602
Maio,Litoral,1840
Fevereiro,Aurora,1457
Novembro,Aurora,227
Novembro,Horizonte,1938
Novembro,Progresso,1336
Marco,Planalto,1321
Setembro,Litoral,1116
Julho,Litoral,1523
Julho,Planalto,1091
Novembro,Litoral,959
Junho,Horizonte,309
Agosto,Progresso,579
Abril,Horizonte,1796
Agosto,Progresso,1769
Abril,Aurora,1619
Agosto,Progresso,1709
Setembro,Progresso,384
Marco,Progresso,1853
Marco,Litoral,1436
Novembro,Progresso,645
Fevereiro,Planalto,1420
Outubro,Aurora,1032
Marco,Aurora,526
Marco,Litoral,1355
Maio,Horizonte,1267
Maio,Planalto,1332
Fevereiro,Horizonte,1414
Dezembro,Progresso,86
Outubro,Horizonte,744
Junho,Planalto,964
Maio,Litoral,1365
Junho,Litoral,1001
Janeiro,Progresso,483
Maio,Planalto,414
Setembro,Litoral,1651
Dezembro,Progresso,959
Outubro,Horizonte,1800
Fevereiro,Planalto,612
Janeiro,Litoral,498
Outubro,Planalto,1204
Novembro,Litoral,228
Setembro,Litoral,449
Outubro,Planalto,660
Setembro,Litoral,1746
Setembro,Horizonte,666
Junho,Progresso,1944
Agosto,Aurora,1302
Novembro,Planalto,269
Janeiro,Planalto,93
Outubro,Progresso,1546
Abril,Horizonte,1390
Janeiro,Aurora,1689
Agosto,Horizonte,649
Janeiro,Planalto,911
Marco,Aurora,723
Abril,Litoral,1129
Agosto,Planalto,1169
Junho,Horizonte,864
Outubro,Progresso,1860
Dezembro,Litoral,1308
Julho,Aurora,1267
Agosto,Planalto,1366
Fevereiro,Progresso,811
Outubro,Progresso,1471
Novembro,Horizonte,1466
Agosto,Progresso,452
Marco,Horizonte,1923
Julho,Aurora,988
Marco,Planalto,1112
Julho,Aurora,1127
Novembro,Horizonte,1891
Dezembro,Aurora,1629
Fevereiro,Planalto,479
Outubro,Planalto,526
Junho,Progresso,1669
Marco,Horizonte,1375
Marco,Aurora,770
Setembro,Progresso,1200
Julho,Progresso,1623
Maio,Aurora,1954
Dezembro,Horizonte,1994
Outubro,Horizonte,1848
Julho,Planalto,1309
Setembro,Horizonte,1698
Janeiro,Progresso,1617
Julho,Planalto,1641
Junho,Litoral,1919
Outubro,Planalto,316
Dezembro,Progresso,667
Setembro,Aurora,338
Janeiro,Aurora,227
Abril,Aurora,65
Setembro,Progresso,372
Abril,Planalto,524
Outubro,Aurora,987
Marco,Horizonte,1454
Setembro,Litoral,672
Fevereiro,Aurora,1083
Abril,Aurora,1336
Junho,Litoral,491
Fevereiro,Horizonte,224
Agosto,Litoral,621
Agosto,Aurora,1605
Janeiro,Aurora,1078
Dezembro,Planalto,1413
Marco,Progresso,495
Outubro,Planalto,1659
Setembro,Planalto,758
Maio,Planalto,1111
Junho,Planalto,693
Abril,Planalto,1129
Outubro,Horizonte,1218
Fevereiro,Progresso,91
Novembro,Progresso,142
Agosto,Progresso,1042
Novembro,Horizonte,1261
Junho,Horizonte,1995
Maio,Horizonte,1958
Setembro,Aurora,931
Janeiro,Progresso,1410
Maio,Litoral,1822
Junho,Planalto,1329
Maio,Aurora,287
Junho,Aurora,735
Junho,Planalto,1999
Julho,Aurora,54
Abril,Horizonte,1530
Novembro,Aurora,449
Agosto,Progresso,1519
Julho,Progresso,1753
Setembro,Litoral,1095
Julho,Progresso,1854
Marco,Planalto,947
Marco,Planalto,495
Agosto,Progresso,1894
Maio,Horizonte,1598
Abril,Progresso,1901
Agosto,Horizonte,1122
Junho,Planalto,1112
Fevereiro,Progresso,135
Abril,Litoral,603
Dezembro,Planalto,1674
Novembro,Litoral,552
Abril,Planalto,614
Junho,Aurora,308
Junho,Aurora,1700
Janeiro,Aurora,1708
Agosto,Litoral,905
Junho,Horizonte,1603
Marco,Planalto,1932
Setembro,Aurora,598
Fevereiro,Litoral,1560
Novembro,Planalto,341
Agosto,Aurora,1249
Outubro,Aurora,779
Marco,Aurora,1058
Dezembro,Litoral,80
Maio,Horizonte,129
Junho,Aurora,1531
Outubro,Aurora,1577
Junho,Horizonte,1458
Abril,Horizonte,234
Marco,Progresso,1146
Abril,Aurora,1644
Janeiro,Planalto,86
Abril,Progresso,575
Janeiro,Planalto,654
Dezembro,Horizonte,563
Janeiro,Progresso,308
Outubro,Litoral,227
Junho,Progresso,332
Maio,Progresso,311
Novembro,Horizonte,1622
Abril,Aurora,1806
Novembro,Horizonte,158
Marco,Horizonte,1086
Janeiro,Horizonte,1345
Junho,Planalto,742
Fevereiro,Litoral,304
Agosto,Planalto,417
Outubro,Progresso,1202
Maio,Horizonte,521
Julho,Aurora,1628
Outubro,Horizonte,845
Dezembro,Planalto,1660
Fevereiro,Litoral,1224
Agosto,Planalto,1423
Fevereiro,Horizonte,736
Abril,Litoral,1024
Janeiro,Aurora,584
Maio,Planalto,1383
Setembro,Planalto,1769
Janeiro,Progresso,767
Setembro,Litoral,450
Novembro,Planalto,363
Agosto,Progresso,1567
Junho,Aurora,1432
Julho,Planalto,496
Marco,Planalto,64
Janeiro,Horizonte,635
Maio,Planalto,1265
Dezembro,Aurora,785
Dezembro,Progresso,940
Fevereiro,Litoral,72
Maio,Aurora,1943
Agosto,Litoral,732
Novembro,Aurora,765
Setembro,Progresso,1850
Fevereiro,Horizonte,1245
Dezembro,Progresso,493
Marco,Litoral,204
Marco,Litoral,560
Janeiro,Planalto,1286
Agosto,Horizonte,495
Junho,Progresso,1629
Dezembro,Progresso,816
Agosto,Litoral,351
Novembro,Horizonte,1019
Setembro,Progresso,959
Maio,Horizonte,702
Dezembro,Horizonte,672
Marco,Progresso,70
Maio,Horizonte,289
Maio,Aurora,477
Maio,Litoral,551
Marco,Horizonte,1204
Novembro,Horizonte,640
Outubro,Aurora,183
Abril,Planalto,565
