Mes,Subestacao,Consumo(kWh)
Outubro,Horizonte,1044
Julho,Aurora,1705
Setembro,Aurora,662
Abril,Planalto,595
Abril,Progresso,645
Janeiro,Aurora,970
Agosto,Aurora,1781
Dezembro,Horizonte,891
Marco,Litoral,1275
Julho,Planalto,393
Dezembro,Planalto,1926
Fevereiro,Litoral,1596
Fevereiro,Aurora,908
Julho,Horizonte,1473
Junho,Horizonte,1291
Marco,Planalto,494
Setembro,Horizonte,1838
Outubro,Litoral,271
Junho,Aurora,1456
Outubro,Litoral,1954
Outubro,Progresso,641
Junho,Planalto,1080
Janeiro,Horizonte,1345
Abril,Progresso,1812
Outubro,Horizonte,1067
Junho,Aurora,65
Junho,Aurora,1497
Novembro,Aurora,573
Dezembro,Horizonte,852
Maio,Progresso,1826
Janeiro,Aurora,70
Agosto,Progresso,1763
Maio,Horizonte,277
Dezembro,Progresso,1057
Dezembro,Horizonte,1858
Dezembro,Horizonte,1361
Maio,Planalto,858
Julho,Horizonte,1207
Abril,Horizonte,1356
Junho,Litoral,453
Abril,Aurora,1738
Marco,Planalto,1139
Julho,Planalto,1722
Agosto,Planalto,1677
Abril,Litoral,486
Fevereiro,Horizonte,878
Dezembro,Aurora,983
Outubro,Progresso,308
Marco,Horizonte,152
Janeiro,Litoral,1042
Agosto,Horizonte,1640
Marco,Horizonte,818
Dezembro,Litoral,1174
Outubro,Planalto,1271
Julho,Planalto,862
Outubro,Aurora,275
Maio,Aurora,992
Outubro,Planalto,512
Maio,Progresso,286
Julho,Horizonte,1099
Setembro,Progresso,1194
Dezembro,Horizonte,1983
Maio,Planalto,555
Janeiro,Aurora,1255
Outubro,Aurora,1784
Outubro,Progresso,863
Janeiro,Aurora,816
Fevereiro,Planalto,683
Junho,Progresso,1616
Setembro,Horizonte,1388
Agosto,Aurora,1040
Maio,Litoral,1870
Janeiro,Aurora,667
Julho,Horizonte,1809
Maio,Progresso,322
Junho,Horizonte,1983
Julho,Litoral,281
Marco,Planalto,1493
Dezembro,Aurora,817
Outubro,Progresso,1515
Marco,Planalto,545
Maio,Horizonte,1097
Junho,Progresso,1182
Setembro,Planalto,1776
Dezembro,Progresso,551
Maio,Litoral,1932
Janeiro,Litoral,74
Abril,Aurora,1260
Maio,Aurora,337
Dezembro,Litoral,1701
Outubro,Progresso,387
Outubro,Litoral,1951
Maio,Aurora,1987
Julho,Litoral,1110
Abril,Litoral,1867
Janeiro,Progresso,186
Maio,Planalto,557
Julho,Aurora,276
Outubro,Progresso,369
Outubro,Litoral,1913
Junho,Litoral,965
Maio,Planalto,1255
Abril,Aurora,1947
Fevereiro,Aurora,135
Abril,Horizonte,1540
Outubro,Aurora,975
Outubro,Planalto,102
Marco,Horizonte,909
Outubro,Horizonte,916
Janeiro,Litoral,1308
Agosto,Litoral,1852
Maio,Aurora,1872
Abril,Horizonte,482
Agosto,Litoral,1569
Julho,Planalto,1048
Fevereiro,Litoral,149
Janeiro,Litoral,1039
Dezembro,Horizonte,648
Novembro,Horizonte,452
Abril,Progresso,445
Agosto,Planalto,1600
Dezembro,Horizonte,464
Fevereiro,Aurora,988
Marco,Planalto,1686
Dezembro,Planalto,726
Janeiro,Horizonte,512
Janeiro,Planalto,590
Marco,Horizonte,1699
Novembro,Litoral,1692
Maio,Progresso,1995
Dezembro,Litoral,1437
Marco,Horizonte,1203
Janeiro,Horizonte,133
Janeiro,Litoral,320
Agosto,Aurora,293
Outubro,Aurora,437
Novembro,Aurora,263
Dezembro,Horizonte,867
Dezembro,Planalto,1239
Fevereiro,Horizonte,1864
Marco,Planalto,108
Fevereiro,Litoral,1675
Marco,Progresso,932
Julho,Planalto,892
Janeiro,Aurora,973
Outubro,Horizonte,1577
Agosto,Litoral,1779
Outubro,Aurora,172
Outubro,Litoral,1721
Outubro,Progresso,1486
Fevereiro,Horizonte,1212
Marco,Horizonte,1302
Setembro,Progresso,1347
Julho,Horizonte,488
Abril,Planalto,1071
Outubro,Litoral,611
Maio,Aurora,1983
Fevereiro,Progresso,167
Novembro,Planalto,1787
Agosto,Aurora,954
Abril,Aurora,1556
Setembro,Progresso,444
Maio,Planalto,1776
Setembro,Aurora,925
Abril,Aurora,1533
Outubro,Planalto,1908
Maio,Horizonte,1766
Setembro,Aurora,984
Agosto,Litoral,1151
Marco,Planalto,1001
Janeiro,Aurora,1485
Marco,Progresso,124
Abril,Litoral,344
Fevereiro,Aurora,1866
Janeiro,Litoral,70
Julho,Litoral,1979
Agosto,Horizonte,1244
Julho,Litoral,1088
Maio,Horizonte,1284
Dezembro,Planalto,609
Janeiro,Horizonte,1159
Julho,Progresso,1222
Julho,Aurora,1773
Setembro,Planalto,421
Marco,Planalto,1553
Setembro,Progresso,867
Janeiro,Horizonte,1224
Janeiro,Aurora,1214
Abril,Horizonte,1142
Setembro,Litoral,1333
Junho,Horizonte,895
Novembro,Planalto,570
Marco,Aurora,1706
Janeiro,Horizonte,420
Abril,Aurora,1492
Dezembro,Aurora,150
Setembro,Litoral,710
Marco,Litoral,1731
Dezembro,Planalto,1938
Setembro,Progresso,1017
Julho,Aurora,292
Dezembro,Progresso,802
Abril,Planalto,561
Marco,Aurora,898
Outubro,Aurora,604
Maio,Progresso,1168
Maio,Horizonte,275
Marco,Litoral,1591
Dezembro,Horizonte,263
Setembro,Progresso,767
Abril,Litoral,116
Novembro,Horizonte,445
Maio,Litoral,661
Abril,Aurora,1085
Maio,Horizonte,1310
Julho,Litoral,1907
Setembro,Litoral,819
Julho,Litoral,1472
Maio,Horizonte,456
Outubro,Planalto,974
Outubro,Horizonte,1922
Julho,Progresso,1553
Outubro,Horizonte,696
Maio,Litoral,271
Marco,Aurora,1229
Julho,Horizonte,703
Novembro,Horizonte,477
Novembro,Litoral,1231
Fevereiro,Aurora,1026
Dezembro,Aurora,1489
Setembro,Progresso,1055
Outubro,Horizonte,1399
Outubro,Aurora,420
Dezembro,Aurora,1417
Janeiro,Planalto,1335
Junho,Planalto,1356
Julho,Aurora,899
Agosto,Progresso,905
Outubro,Aurora,278
Setembro,Litoral,1961
Fevereiro,Horizonte,329
Novembro,Progresso,1943
Outubro,Litoral,1363
Fevereiro,Progresso,1753
Maio,Litoral,1120
Maio,Horizonte,1024
Junho,Horizonte,1788
Marco,Planalto,1287
Agosto,Litoral,807
Janeiro,Planalto,1097
Junho,Litoral,370
Abril,Planalto,323
Janeiro,Horizonte,605
Julho,Progresso,893
Setembro,Planalto,1386
Abril,Litoral,1436
Abril,Litoral,717
Junho,Horizonte,1049
Dezembro,Litoral,429
Marco,Aurora,760
Dezembro,Progresso,1992
Junho,Planalto,1747
Julho,Progresso,1980
Novembro,Horizonte,1543
Outubro,Planalto,795
Outubro,Planalto,724
Marco,Aurora,165
Julho,Horizonte,654
Marco,Litoral,1115
Fevereiro,Aurora,1869
Dezembro,Aurora,428
Outubro,Progresso,1795
Abril,Progresso,1279
Dezembro,Progresso,515
Agosto,Aurora,1805
Setembro,Litoral,329
Julho,Planalto,1721
Janeiro,Progresso,667
Marco,Litoral,167
Dezembro,Horizonte,1310
Setembro,Progresso,358
Dezembro,Planalto,1529
Janeiro,Horizonte,1973
Setembro,Horizonte,1548
Agosto,Planalto,149
Janeiro,Progresso,310
Junho,Aurora,1042
Maio,Planalto,1378
Junho,Planalto,1427
Outubro,Planalto,335
Dezembro,Horizonte,377
Maio,Litoral,1176
Junho,Aurora,112
Maio,Progresso,736
Novembro,Progresso,1355
Dezembro,Litoral,1514
Maio,Planalto,1366
Abril,Aurora,787
Marco,Progresso,1080
Marco,Progresso,688
Abril,Planalto,985
Setembro,Litoral,1165
Fevereiro,Aurora,1263
Setembro,Litoral,1944
Janeiro,Litoral,525
Janeiro,Aurora,1584
Maio,Aurora,1535
Junho,Progresso,102
Junho,Progresso,803
Marco,Aurora,535
Julho,Horizonte,1717
Setembro,Progresso,1563
Novembro,Horizonte,1437
Dezembro,Aurora,1185
Outubro,Progresso,458
Agosto,Litoral,1080
Junho,Aurora,1815
Dezembro,Planalto,717
Agosto,Horizonte,1270
Dezembro,Aurora,884
Maio,Aurora,925
Agosto,Progresso,1808
Outubro,Progresso,416
Dezembro,Progresso,1051
Abril,Planalto,299
Outubro,Progresso,1989
Agosto,Aurora,1668
Outubro,Progresso,1313
Dezembro,Litoral,429
Fevereiro,Progresso,1980
Dezembro,Planalto,921
Dezembro,Litoral,884
Maio,Aurora,1544
Setembro,Aurora,824
Abril,Horizonte,968
Novembro,Litoral,1774
Junho,Horizonte,504
Janeiro,Litoral,415
Setembro,Litoral,1363
Janeiro,Planalto,1947
Maio,Horizonte,452
Abril,Planalto,107
Dezembro,Litoral,570
Marco,Aurora,1377
Junho,Litoral,1188
Fevereiro,Planalto,259
Marco,Horizonte,1114
Maio,Horizonte,865
Setembro,Planalto,222
Fevereiro,Horizonte,283
Outubro,Progresso,842
Agosto,Aurora,1957
Fevereiro,Aurora,1663
Novembro,Aurora,1693
Maio,Horizonte,842
Julho,Horizonte,1476
Agosto,Litoral,1112
Janeiro,Litoral,168
Junho,Aurora,384
Janeiro,Progresso,1409
Fevereiro,Litoral,1612
Janeiro,Litoral,1689
Novembro,Horizonte,1147
Maio,Progresso,1264
Outubro,Aurora,373
Setembro,Litoral,1060
Junho,Progresso,1220
Novembro,Progresso,1840
Novembro,Aurora,333
Janeiro,Progresso,262
Janeiro,Progresso,1708
Fevereiro,Progresso,1791
Setembro,Litoral,978
Marco,Aurora,801
Janeiro,Progresso,1467
Maio,Progresso,388
Julho,Litoral,1871
Junho,Aurora,1095
Dezembro,Horizonte,1844
Janeiro,Litoral,1942
Maio,Aurora,154
Maio,Progresso,1539
Junho,Aurora,1532
Marco,Aurora,1505
Maio,Aurora,819
Julho,Horizonte,765
Maio,Aurora,1895
Maio,Horizonte,1847
Maio,Progresso,1692
Outubro,Horizonte,812
Outubro,Progresso,1294
Marco,Progresso,428
Janeiro,Horizonte,1295
Maio,Litoral,1331
Setembro,Planalto,762
Janeiro,Aurora,1440
Marco,Planalto,1843
Abril,Aurora,1422
Janeiro,Aurora,274
Janeiro,Progresso,1787
Agosto,Aurora,787
Fevereiro,Aurora,285
Dezembro,Horizonte,232
Agosto,Planalto,761
Julho,Horizonte,1942
Outubro,Aurora,1831
Outubro,Progresso,493
Fevereiro,Horizonte,1938
Junho,Horizonte,672
Junho,Litoral,1079
Marco,Aurora,1309
Novembro,Progresso,1200
Fevereiro,Horizonte,1177
Dezembro,Horizonte,798
Janeiro,Progresso,1988
Junho,Aurora,1553
Dezembro,Litoral,204
Maio,Horizonte,306
Novembro,Litoral,284
Setembro,Planalto,549
Janeiro,Aurora,338
Julho,Planalto,559
Maio,Planalto,1625
Maio,Planalto,1873
Fevereiro,Aurora,758
Novembro,Aurora,834
Marco,Progresso,943
Julho,Litoral,825
Junho,Litoral,1642
Dezembro,Progresso,347
Fevereiro,Progresso,1683
Junho,Planalto,186
Fevereiro,Progresso,425
Fevereiro,Horizonte,136
Fevereiro,Litoral,1492
Novembro,Progresso,1827
Marco,Horizonte,1272
Fevereiro,Horizonte,1536
Abril,Horizonte,486
Setembro,Horizonte,1383
Junho,Planalto,1669
Janeiro,Horizonte,1827
Agosto,Planalto,1354
Dezembro,Planalto,1396
Julho,Horizonte,813
Outubro,Litoral,751
Marco,Horizonte,991
Janeiro,Horizonte,201
Maio,Horizonte,1375
Abril,Litoral,1351
Outubro,Aurora,1724
Agosto,Aurora,1761
Janeiro,Planalto,1081
Outubro,Planalto,856
Janeiro,Litoral,284
Dezembro,Progresso,724
Abril,Aurora,610
Agosto,Planalto,1375
Maio,Aurora,87
Fevereiro,Litoral,1209
Junho,Litoral,871
Maio,Progresso,470
Fevereiro,Progresso,1292
Novembro,Litoral,397
Novembro,Planalto,1881
Novembro,Aurora,1619
Marco,Horizonte,1937
Setembro,Progresso,1152
Julho,Horizonte,797
Julho,Planalto,1968
Novembro,Progresso,322
Junho,Horizonte,1234
Agosto,Planalto,1760
Abril,Aurora,1951
Agosto,Planalto,357
Abril,Progresso,1447
Agosto,Litoral,1025
Setembro,Aurora,782
Marco,Horizonte,1082
Marco,Progresso,1874
Novembro,Litoral,493
Fevereiro,Planalto,1186
Outubro,Litoral,1278
Marco,Progresso,454
Marco,Progresso,1771
Maio,Litoral,902
Maio,Planalto,1270
Fevereiro,Litoral,827
Dezembro,Progresso,1847
Outubro,Progresso,1833
Junho,Horizonte,164
Maio,Horizonte,1194
Junho,Aurora,1726
Janeiro,Progresso,114
Maio,Horizonte,1349
Setembro,Litoral,874
Dezembro,Planalto,288
Outubro,Litoral,351
Fevereiro,Planalto,1465
Janeiro,Horizonte,1595
Outubro,Aurora,1018
Novembro,Litoral,418
Setembro,Litoral,282
Outubro,Litoral,244
Setembro,Planalto,956
Setembro,Horizonte,1085
Junho,Litoral,1979
Agosto,Litoral,970
Novembro,Aurora,738
Janeiro,Aurora,226
Outubro,Horizonte,266
Abril,Horizonte,1084
Janeiro,Progresso,1519
Agosto,Aurora,679
Janeiro,Progresso,213
Marco,Planalto,1624
Abril,Progresso,102
Agosto,Litoral,267
Junho,Progresso,1791
Outubro,Horizonte,1048
Dezembro,Planalto,873
Julho,Litoral,1433
Agosto,Progresso,434
Fevereiro,Planalto,105
Outubro,Planalto,167
Novembro,Litoral,949
Agosto,Progresso,1326
Marco,Planalto,847
Julho,Planalto,829
Marco,Aurora,1065
Julho,Planalto,852
Novembro,Aurora,894
Dezembro,Progresso,1253
Fevereiro,Progresso,1488
Outubro,Progresso,1943
Junho,Horizonte,1308
Marco,Progresso,904
Marco,Planalto,757
Setembro,Litoral,1893
Julho,Aurora,1153
Maio,Horizonte,1720
Dezembro,Progresso,71
Outubro,Progresso,1550
Julho,Litoral,892
Setembro,Litoral,1513
Janeiro,Horizonte,1810
Julho,Aurora,1643
Junho,Progresso,1166
Outubro,Horizonte,241
Dezembro,Planalto,1068
Setembro,Planalto,1176
Janeiro,Horizonte,445
Abril,Progresso,1080
Setembro,Horizonte,689
Abril,Progresso,1068
Outubro,Litoral,616
Marco,Horizonte,280
Setembro,Progresso,923
Fevereiro,Horizonte,623
Abril,Horizonte,289
Junho,Progresso,139
Fevereiro,Progresso,281
Agosto,Aurora,506
Agosto,Horizonte,282
Janeiro,Planalto,403
Dezembro,Horizonte,1054
Marco,Horizonte,1406
Outubro,Progresso,488
Setembro,Horizonte,1448
Maio,Horizonte,1365
Junho,Planalto,394
Abril,Progresso,713
Outubro,Horizonte,1501
Fevereiro,Litoral,706
Novembro,Aurora,179
Agosto,Planalto,190
Novembro,Horizonte,464
Junho,Litoral,1166
Maio,Horizonte,675
Setembro,Horizonte,333
Janeiro,Progresso,1996
Maio,Progresso,1728
Junho,Progresso,272
Maio,Litoral,793
Junho,Horizonte,512
Junho,Aurora,1618
Julho,Planalto,1349
Abril,Progresso,1755
Novembro,Progresso,1213
Agosto,Horizonte,406
Julho,Horizonte,1786
Setembro,Litoral,1096
Julho,Litoral,1809
Marco,Progresso,1953
Marco,Horizonte,1343
Agosto,Aurora,908
Maio,Planalto,714
Abril,Horizonte,1406
Agosto,Horizonte,1064
Junho,Litoral,134
Fevereiro,Planalto,670
Abril,Progresso,1104
Dezembro,Horizonte,1814
Novembro,Progresso,289
Abril,Horizonte,1963
Junho,Progresso,412
Junho,Planalto,871
Janeiro,Litoral,1462
Agosto,Planalto,1726
Junho,Aurora,717
Marco,Litoral,1372
Setembro,Planalto,1930
Fevereiro,Aurora,1444
Novembro,Horizonte,148
Agosto,Horizonte,96
Outubro,Progresso,888
Marco,Litoral,471
Dezembro,Horizonte,1553
Maio,Litoral,1652
Junho,Horizonte,111
Outubro,Progresso,1182
Junho,Planalto,1752
Abril,Progresso,1622
Marco,Aurora,1192
Abril,Horizonte,1059
Janeiro,Aurora,647
Abril,Aurora,1455
Janeiro,Litoral,441
Dezembro,Horizonte,1026
Janeiro,Aurora,1125
Outubro,Planalto,652
Junho,Aurora,1362
Maio,Planalto,386
Novembro,Litoral,859
Abril,Aurora,1277
Novembro,Progresso,1953
Marco,Litoral,1311
Janeiro,Planalto,1455
Junho,Litoral,1740
Fevereiro,Aurora,801
Agosto,Horizonte,1209
Outubro,Horizonte,1480
Maio,Planalto,1581
Julho,Planalto,1435
Outubro,Horizonte,1454
Dezembro,Planalto,930
Fevereiro,Litoral,1649
Agosto,Progresso,684
Fevereiro,Progresso,303
Abril,Litoral,1550
Janeiro,Progresso,1187
Maio,Aurora,69
Setembro,Litoral,577
Janeiro,Planalto,1218
Setembro,Litoral,1281
Novembro,Horizonte,1604
Agosto,Planalto,425
Junho,Horizonte,1577
Julho,Planalto,1977
Marco,Progresso,215
Janeiro,Litoral,1623
Maio,Aurora,1254
Dezembro,Planalto,910
Dezembro,Planalto,666
Fevereiro,Horizonte,661
Maio,Progresso,1675
Agosto,Horizonte,1885
Novembro,Horizonte,1517
Setembro,Progresso,1405
Fevereiro,Aurora,552
Dezembro,Horizonte,962
Marco,Horizonte,128
Marco,Planalto,634
Janeiro,Progresso,737
Agosto,Litoral,445
Junho,Aurora,1681
Dezembro,Aurora,1930
Agosto,Progresso,1176
Novembro,Planalto,451
Setembro,Planalto,1024
Maio,Progresso,273
Dezembro,Planalto,567
Marco,Aurora,683
Maio,Aurora,285
Maio,Litoral,1500
Maio,Progresso,165
Marco,Horizonte,1236
Novembro,Horizonte,275
Outubro,Litoral,279
Abril,Litoral,231
