Mes,Subestacao,Consumo(kWh)
Outubro,Progresso,1032
Julho,Planalto,874
Dezembro,Aurora,1074
Setembro,Planalto,1904
Julho,Aurora,616
Janeiro,Aurora,420
Janeiro,Aurora,985
Setembro,Progresso,1984
Novembro,Litoral,710
Setembro,Planalto,1504
Abril,Progresso,1018
Setembro,Progresso,1382
Marco,Progresso,1210
Julho,Progresso,251
Junho,Progresso,1509
Agosto,Horizonte,362
Novembro,Planalto,166
Setembro,Progresso,1739
Maio,Planalto,986
Janeiro,Horizonte,1876
Marco,Horizonte,624
Outubro,Planalto,293
Dezembro,Aurora,586
Agosto,Litoral,1675
Novembro,Aurora,124
Junho,Aurora,1879
Agosto,Aurora,435
Setembro,Progresso,1976
Abril,Horizonte,1283
Janeiro,Aurora,524
Janeiro,Horizonte,467
Outubro,Planalto,396
Abril,Litoral,1602
Dezembro,Planalto,689
Julho,Planalto,988
Fevereiro,Progresso,1004
Marco,Litoral,925
Janeiro,Planalto,812
Maio,Planalto,1252
Janeiro,Litoral,1255
Agosto,Litoral,713
Janeiro,Planalto,74
Novembro,Litoral,1253
Janeiro,Planalto,759
Fevereiro,Planalto,1574
Fevereiro,Progresso,1929
Dezembro,Aurora,1234
Junho,Planalto,226
Julho,Horizonte,334
Maio,Aurora,112
Janeiro,Aurora,1052
Janeiro,Aurora,711
Marco,Progresso,715
Fevereiro,Planalto,205
Maio,Progresso,1955
Dezembro,Planalto,1542
Outubro,Progresso,1122
Junho,Progresso,1016
Julho,Horizonte,898
Abril,Progresso,1157
Julho,Litoral,1434
Novembro,Horizonte,738
Agosto,Progresso,197
Novembro,Aurora,1703
Janeiro,Litoral,391
Junho,Litoral,525
Agosto,Litoral,1136
Maio,Horizonte,1774
Abril,Progresso,1433
Fevereiro,Progresso,610
Junho,Aurora,376
Junho,Aurora,1842
Novembro,Litoral,1809
Janeiro,Aurora,1214
Setembro,Horizonte,1039
Dezembro,Progresso,264
Novembro,Litoral,484
Junho,Aurora,1964
Marco,Horizonte,1001
Abril,Horizonte,772
Dezembro,Aurora,1391
Novembro,Progresso,81
Abril,Aurora,719
Marco,Litoral,334
Outubro,Aurora,1378
Marco,Horizonte,478
Marco,Aurora,1550
Abril,Progresso,335
Julho,Planalto,1217
Abril,Aurora,1497
Setembro,Progresso,1092
Janeiro,Progresso,67
Agosto,Horizonte,818
Julho,Progresso,639
Fevereiro,Progresso,1444
Agosto,Progresso,1248
Janeiro,Progresso,1059
Novembro,Litoral,243
Dezembro,Litoral,551
Setembro,Horizonte,1037
Setembro,Aurora,1186
Fevereiro,Progresso,163
Julho,Aurora,1295
Outubro,Aurora,1751
Marco,Horizonte,996
Julho,Progresso,880
Dezembro,Progresso,1717
Outubro,Planalto,1970
Setembro,Aurora,1337
Abril,Aurora,974
Dezembro,Litoral,104
Janeiro,Planalto,1944
Fevereiro,Litoral,1716
Janeiro,Litoral,849
Dezembro,Litoral,827
Maio,Horizonte,1531
Maio,Horizonte,1951
Novembro,Litoral,211
Julho,Planalto,1453
Setembro,Aurora,136
Setembro,Planalto,104
Marco,Progresso,1549
Marco,Horizonte,1873
Marco,Aurora,1251
Abril,Aurora,1464
Agosto,Progresso,1422
Junho,Progresso,1081
Agosto,Litoral,882
Janeiro,Horizonte,362
Agosto,Horizonte,808
Abril,Planalto,1908
Novembro,Litoral,492
Janeiro,Litoral,1840
Agosto,Litoral,377
Abril,Litoral,1127
Junho,Horizonte,810
Agosto,Horizonte,1312
Abril,Litoral,1302
Marco,Planalto,628
Setembro,Aurora,1124
Marco,Aurora,1682
Setembro,Planalto,1677
Fevereiro,Litoral,1056
Fevereiro,Horizonte,1337
Fevereiro,Aurora,1491
Junho,Progresso,1876
Marco,Progresso,145
Setembro,Planalto,1161
Abril,Litoral,1151
Janeiro,Aurora,1361
Abril,Litoral,1193
Janeiro,Aurora,863
Maio,Planalto,540
Abril,Planalto,1985
Agosto,Progresso,501
Agosto,Litoral,1573
Julho,Progresso,214
Marco,Litoral,231
Janeiro,Progresso,518
Janeiro,Horizonte,959
Dezembro,Horizonte,784
Novembro,Horizonte,872
Marco,Horizonte,993
Junho,Aurora,56
Julho,Horizonte,379
Junho,Planalto,824
Junho,Planalto,1746
Junho,Aurora,200
Marco,Horizonte,1158
Junho,Horizonte,196
Agosto,Horizonte,1697
Novembro,Progresso,1454
Novembro,Litoral,964
Fevereiro,Progresso,1621
Maio,Litoral,1358
Janeiro,Horizonte,749
Dezembro,Horizonte,131
Janeiro,Progresso,563
Maio,Progresso,1970
Dezembro,Litoral,864
Marco,Planalto,758
Abril,Litoral,1989
Marco,Progresso,1596
Janeiro,Progresso,795
Janeiro,Aurora,1072
Dezembro,Progresso,1459
Dezembro,Aurora,756
Maio,Planalto,520
Junho,Litoral,1192
Marco,Litoral,445
Dezembro,Aurora,1605
Setembro,Litoral,310
Maio,Progresso,854
Agosto,Horizonte,983
Janeiro,Aurora,1329
Maio,Litoral,1807
Marco,Aurora,954
Dezembro,Aurora,1299
Janeiro,Horizonte,1126
Abril,Progresso,989
Maio,Aurora,1940
Julho,Litoral,1573
Janeiro,Planalto,1579
Marco,Aurora,903
Fevereiro,Aurora,1437
Setembro,Horizonte,1353
Outubro,Progresso,642
Junho,Planalto,763
Outubro,Litoral,1231
Marco,Planalto,681
Agosto,Litoral,108
Agosto,Progresso,1800
Fevereiro,Litoral,177
Junho,Horizonte,785
Julho,Horizonte,770
Fevereiro,Horizonte,1955
Novembro,Horizonte,1188
Outubro,Planalto,1282
Fevereiro,Progresso,575
Outubro,Litoral,570
Janeiro,Litoral,601
Agosto,Horizonte,286
Janeiro,Horizonte,1354
Setembro,Aurora,1432
Novembro,Progresso,1274
Junho,Planalto,1831
Julho,Litoral,1351
Outubro,Aurora,1308
Julho,Aurora,543
Outubro,Litoral,53
Marco,Planalto,715
Fevereiro,Aurora,491
Setembro,Aurora,78
Agosto,Progresso,1182
Dezembro,Planalto,659
Outubro,Aurora,1800
Julho,Planalto,854
Setembro,Litoral,124
Abril,Horizonte,887
Abril,Aurora,1219
Janeiro,Progresso,177
Agosto,Litoral,1926
Dezembro,Planalto,91
Marco,Litoral,1429
Julho,Aurora,90
Dezembro,Planalto,983
Fevereiro,Horizonte,83
Fevereiro,Litoral,1090
Julho,Aurora,1750
Junho,Progresso,1226
Marco,Planalto,1047
Setembro,Litoral,1451
Outubro,Litoral,637
Junho,Horizonte,1672
Outubro,Horizonte,1702
Outubro,Progresso,1947
Junho,Progresso,391
Janeiro,Aurora,76
Abril,Aurora,1898
Outubro,Progresso,1360
Junho,Progresso,695
Junho,Planalto,780
Novembro,Horizonte,217
Dezembro,Aurora,659
Maio,Horizonte,317
Janeiro,Horizonte,1822
Agosto,Progresso,870
Maio,Planalto,504
Dezembro,Litoral,955
Dezembro,Planalto,1758
Dezembro,Planalto,1474
Maio,Horizonte,971
Julho,Planalto,1030
Abril,Aurora,1549
Junho,Horizonte,751
Abril,Aurora,683
Marco,Litoral,1631
Julho,Horizonte,1649
Agosto,Litoral,179
Abril,Horizonte,1069
Fevereiro,Progresso,1895
Dezembro,Planalto,1436
Outubro,Progresso,1778
Marco,Litoral,868
Janeiro,Planalto,742
Agosto,Horizonte,1365
Marco,Planalto,1444
Dezembro,Aurora,843
Outubro,Planalto,78
Julho,Aurora,198
Outubro,Planalto,1852
Maio,Aurora,1369
Outubro,Litoral,60
Maio,Progresso,1585
Julho,Horizonte,725
Setembro,Planalto,1186
Dezembro,Progresso,236
Maio,Horizonte,856
Janeiro,Horizonte,793
Outubro,Aurora,1300
Outubro,Litoral,1383
Janeiro,Litoral,147
Fevereiro,Progresso,104
Junho,Litoral,672
Setembro,Planalto,713
Agosto,Litoral,807
Maio,Progresso,455
Janeiro,Litoral,118
Julho,Planalto,1385
Maio,Aurora,1362
Junho,Progresso,1835
Julho,Aurora,1621
Marco,Aurora,800
Dezembro,Aurora,1221
Outubro,Horizonte,1540
Marco,Horizonte,1812
Maio,Aurora,1317
Junho,Progresso,1564
Setembro,Planalto,1922
Dezembro,Planalto,1007
Maio,Litoral,1580
Janeiro,Progresso,414
