Mes,Subestacao,Consumo(kWh)
Janeiro,Planalto,1268
Julho,Horizonte,914
Julho,Litoral,1885
Agosto,Litoral,977
Maio,Progresso,1952
Marco,Litoral,1596
Dezembro,Horizonte,155
Agosto,Litoral,819
Junho,Planalto,942
Novembro,Litoral,245
Marco,Progresso,194
Janeiro,Litoral,1805
Marco,Horizonte,1423
Maio,Horizonte,1497
Marco,Litoral,520
Janeiro,Horizonte,1759
Maio,Horizonte,265
Outubro,Progresso,1166
Julho,Planalto,309
Julho,Progresso,983
Novembro,Aurora,624
Setembro,Progresso,1614
Outubro,Litoral,1860
Outubro,Planalto,1932
Dezembro,Litoral,334
Marco,Aurora,533
Julho,Planalto,421
Janeiro,Horizonte,119
Abril,Progresso,428
Abril,Litoral,1352
Maio,Aurora,1816
Julho,Horizonte,351
Julho,Progresso,304
Novembro,Horizonte,1757
Abril,Progresso,993
Julho,Planalto,741
Novembro,Horizonte,1337
Marco,Horizonte,1768
Junho,Horizonte,883
Dezembro,Planalto,766
Fevereiro,Aurora,473
Outubro,Progresso,1834
Setembro,Horizonte,262
Maio,Planalto,1744
Junho,Aurora,149
Dezembro,Progresso,1902
Dezembro,Planalto,1185
Dezembro,Progresso,357
Dezembro,Horizonte,727
Abril,Aurora,524
Novembro,Planalto,1621
Outubro,Aurora,161
Julho,Horizonte,1160
Dezembro,Aurora,232
Setembro,Aurora,646
Julho,Litoral,1854
Janeiro,Aurora,214
Janeiro,Progresso,864
Setembro,Planalto,139
Novembro,Litoral,504
Setembro,Planalto,287
Abril,Planalto,583
Setembro,Horizonte,1752
Marco,Horizonte,776
Julho,Litoral,107
Junho,Horizonte,591
Agosto,Horizonte,1987
Novembro,Horizonte,1071
Setembro,Planalto,667
Maio,Litoral,451
Janeiro,Planalto,1055
Marco,Progresso,891
Outubro,Planalto,1752
Dezembro,Progresso,1935
Agosto,Aurora,1739
Novembro,Aurora,888
Junho,Progresso,568
Agosto,Progresso,246
Setembro,Planalto,1906
Abril,Progresso,95
Janeiro,Litoral,579
Janeiro,Aurora,1470
Outubro,Aurora,1738
Abril,Progresso,1049
Dezembro,Horizonte,825
Julho,Horizonte,123
Fevereiro,Progresso,1489
Marco,Litoral,1730
Janeiro,Horizonte,1687
Maio,Progresso,384
Janeiro,Litoral,1920
Agosto,Litoral,682
Janeiro,Planalto,737
Novembro,Litoral,624
Janeiro,Horizonte,345
Fevereiro,Horizonte,1157
Fevereiro,Progresso,1088
Dezembro,Progresso,1940
Junho,Litoral,1207
Julho,Aurora,527
Maio,Planalto,682
Janeiro,Aurora,368
Janeiro,Litoral,1465
Marco,Litoral,528
Fevereiro,Aurora,1713
Maio,Planalto,417
Dezembro,Aurora,416
Outubro,Progresso,1361
Junho,Horizonte,1886
Julho,Progresso,427
Abril,Horizonte,1765
Julho,Litoral,512
Novembro,Planalto,1667
Agosto,Aurora,62
Novembro,Planalto,585
Janeiro,Aurora,1241
Junho,Progresso,319
Agosto,Progresso,1143
Maio,Aurora,1391
Abril,Planalto,425
Fevereiro,Aurora,1162
Junho,Litoral,1774
Junho,Progresso,306
Novembro,Litoral,266
Janeiro,Progresso,499
Setembro,Progresso,943
Dezembro,Horizonte,1617
Novembro,Litoral,1214
Junho,Litoral,1234
Marco,Horizonte,81
Abril,Planalto,1897
Dezembro,Litoral,1225
Novembro,Aurora,1932
Abril,Horizonte,1333
Marco,Litoral,1801
Outubro,Planalto,1352
Marco,Litoral,1358
Marco,Progresso,659
Abril,Aurora,966
Julho,Horizonte,591
Abril,Progresso,1675
Setembro,Planalto,197
Janeiro,Progresso,705
Agosto,Progresso,116
Julho,Planalto,1942
Fevereiro,Progresso,619
Agosto,Horizonte,1866
Janeiro,Litoral,1352
Novembro,Progresso,797
Dezembro,Horizonte,492
Setembro,Litoral,946
Setembro,Litoral,1938
Fevereiro,Progresso,448
Julho,Horizonte,1201
Outubro,Progresso,1410
Marco,Planalto,531
Julho,Litoral,1794
Dezembro,Progresso,997
Outubro,Litoral,235
Setembro,Horizonte,218
Abril,Aurora,1757
Dezembro,Progresso,1333
Janeiro,Progresso,1790
Fevereiro,Litoral,1720
Janeiro,Horizonte,1631
Dezembro,Planalto,556
Maio,Horizonte,570
Maio,Progresso,1544
Novembro,Planalto,210
Julho,Horizonte,1362
Setembro,Aurora,389
Setembro,Litoral,1973
Marco,Horizonte,1906
Marco,Horizonte,1575
Marco,Aurora,1179
Abril,Progresso,1875
Agosto,Litoral,1548
Junho,Horizonte,1926
Agosto,Planalto,1673
Janeiro,Horizonte,1536
Agosto,Litoral,1556
Abril,Horizonte,753
Novembro,Aurora,1226
Janeiro,Horizonte,872
Agosto,Horizonte,1722
Abril,Planalto,834
Junho,Aurora,1222
Agosto,Aurora,1261
Abril,Horizonte,1726
Marco,Planalto,180
Setembro,Horizonte,1525
Marco,Horizonte,565
Setembro,Litoral,1564
Fevereiro,Litoral,1549
Fevereiro,Planalto,1336
Fevereiro,Progresso,1611
Junho,Litoral,1532
Marco,Progresso,585
Setembro,Aurora,1851
Abril,Litoral,790
Janeiro,Litoral,830
Abril,Planalto,1710
Janeiro,Progresso,1757
Maio,Litoral,1819
Abril,Litoral,1368
Agosto,Planalto,1988
Agosto,Planalto,1508
Julho,Progresso,1348
Marco,Aurora,637
Janeiro,Aurora,1381
Janeiro,Horizonte,775
Dezembro,Litoral,992
Novembro,Progresso,1046
Marco,Litoral,425
Junho,Progresso,1231
Julho,Progresso,1887
Junho,Progresso,253
Junho,Litoral,1038
Junho,Planalto,710
Marco,Litoral,124
Junho,Progresso,1453
Agosto,Horizonte,790
Novembro,Aurora,353
Novembro,Progresso,1135
Fevereiro,Horizonte,619
Maio,Planalto,835
Janeiro,Progresso,1181
Dezembro,Horizonte,1260
Janeiro,Progresso,1036
Maio,Litoral,278
Dezembro,Horizonte,1121
Marco,Litoral,1904
Abril,Litoral,317
Marco,Horizonte,776
Janeiro,Aurora,851
Janeiro,Horizonte,303
Dezembro,Aurora,1006
Dezembro,Progresso,919
Maio,Progresso,136
Junho,Horizonte,1254
Marco,Progresso,1098
Dezembro,Planalto,1461
Setembro,Litoral,271
Maio,Litoral,1039
Agosto,Aurora,446
Janeiro,Progresso,987
Maio,Aurora,560
Marco,Litoral,610
Dezembro,Litoral,895
Janeiro,Progresso,489
Abril,Planalto,1248
Maio,Planalto,1977
Julho,Progresso,360
Janeiro,Progresso,1347
Marco,Aurora,84
Fevereiro,Progresso,266
Setembro,Planalto,770
Outubro,Progresso,1745
Junho,Aurora,1065
Outubro,Aurora,1481
Marco,Aurora,568
Agosto,Aurora,318
Agosto,Horizonte,687
Fevereiro,Progresso,524
Junho,Litoral,1953
Julho,Progresso,1398
Fevereiro,Horizonte,1429
Novembro,Aurora,139
Outubro,Horizonte,1115
Fevereiro,Planalto,1438
Outubro,Planalto,1744
Janeiro,Progresso,1275
Agosto,Progresso,1439
Janeiro,Litoral,1867
Setembro,Litoral,1031
Novembro,Planalto,1917
Junho,Aurora,337
Julho,Horizonte,1676
Outubro,Litoral,530
Julho,Litoral,686
Outubro,Aurora,550
Marco,Aurora,1711
Fevereiro,Progresso,101
Setembro,Horizonte,1989
Agosto,Aurora,152
Dezembro,Litoral,1434
Outubro,Litoral,1497
Julho,Planalto,748
Setembro,Aurora,1278
Abril,Progresso,1087
Abril,Horizonte,1689
Janeiro,Progresso,1702
Agosto,Litoral,519
Dezembro,Progresso,1539
Marco,Litoral,1377
Julho,Litoral,1678
Dezembro,Litoral,476
Fevereiro,Litoral,1729
Fevereiro,Litoral,159
Julho,Planalto,1748
Junho,Progresso,1638
Marco,Planalto,564
Setembro,Planalto,117
Outubro,Aurora,1319
Junho,Aurora,438
Outubro,Aurora,1723
Outubro,Horizonte,357
Junho,Aurora,1998
Janeiro,Progresso,1425
Abril,Planalto,1872
Outubro,Progresso,1139
Junho,Aurora,509
Junho,Horizonte,396
Novembro,Horizonte,374
Dezembro,Planalto,716
Maio,Progresso,1672
Janeiro,Litoral,1106
Agosto,Progresso,117
Maio,Aurora,236
Dezembro,Litoral,241
Dezembro,Horizonte,1286
Dezembro,Planalto,1673
Maio,Planalto,477
Julho,Horizonte,1424
Abril,Aurora,1181
Junho,Horizonte,1313
Abril,Aurora,265
Marco,Litoral,226
Julho,Horizonte,1638
Agosto,Aurora,1403
Abril,Litoral,610
Fevereiro,Horizonte,930
Dezembro,Planalto,675
Outubro,Horizonte,1523
Marco,Progresso,656
Janeiro,Horizonte,1520
Agosto,Progresso,1610
Marco,Litoral,1717
Dezembro,Horizonte,228
Outubro,Litoral,444
Julho,Litoral,1218
Outubro,Aurora,925
Maio,Litoral,1011
Outubro,Litoral,247
Maio,Horizonte,1018
Julho,Horizonte,1910
Setembro,Planalto,1157
Dezembro,Aurora,718
Maio,Litoral,1158
Janeiro,Aurora,506
Outubro,Progresso,1549
Outubro,Litoral,1326
Janeiro,Aurora,1960
Fevereiro,Planalto,121
Junho,Planalto,272
Setembro,Litoral,325
Agosto,Progresso,1868
Maio,Planalto,1849
Janeiro,Planalto,1319
Julho,Progresso,1414
Maio,Aurora,622
Junho,Planalto,973
Julho,Horizonte,520
Marco,Planalto,503
Dezembro,Aurora,1844
Outubro,Aurora,1018
Marco,Litoral,56
Maio,Horizonte,237
Junho,Aurora,53
Setembro,Progresso,1816
Dezembro,Horizonte,1718
Maio,Horizonte,956
Janeiro,Progresso,1198
Abril,Planalto,1088
Maio,Progresso,1009
Dezembro,Progresso,574
Outubro,Planalto,679
Outubro,Planalto,1313
Maio,Planalto,824
Julho,Planalto,409
Abril,Planalto,567
Janeiro,Progresso,1393
Maio,Litoral,1304
Julho,Litoral,1103
Outubro,Aurora,1607
Outubro,Litoral,970
Junho,Litoral,1229
Maio,Progresso,1703
Abril,Planalto,901
Fevereiro,Planalto,984
Abril,Progresso,950
Outubro,Litoral,1778
Outubro,Progresso,448
Marco,Aurora,1419
Outubro,Planalto,1268
Janeiro,Horizonte,217
Agosto,Aurora,426
Maio,Aurora,1562
Abril,Progresso,1824
Agosto,Litoral,1435
Julho,Planalto,1555
Fevereiro,Horizonte,1317
Janeiro,Aurora,1654
Dezembro,Horizonte,656
Novembro,Litoral,1060
Abril,Litoral,638
Agosto,Horizonte,1244
Dezembro,Planalto,1586
Fevereiro,Litoral,1479
Marco,Horizonte,1647
Dezembro,Aurora,1280
Janeiro,Horizonte,1227
Janeiro,Horizonte,1859
Marco,Progresso,97
Novembro,Litoral,1722
Maio,Planalto,1074
Dezembro,Planalto,1820
Marco,Progresso,1978
Janeiro,Planalto,1841
Janeiro,Horizonte,1480
Agosto,Progresso,1180
Outubro,Aurora,222
Novembro,Litoral,555
Dezembro,Litoral,1203
Dezembro,Litoral,447
Fevereiro,Horizonte,343
Marco,Aurora,601
Fevereiro,Progresso,1520
Marco,Progresso,899
Julho,Litoral,1089
Janeiro,Aurora,1712
Outubro,Aurora,934
Agosto,Aurora,1422
Outubro,Planalto,1053
Outubro,Planalto,1276
Outubro,Litoral,183
Fevereiro,Aurora,820
Marco,Aurora,1599
Setembro,Progresso,557
Julho,Progresso,1139
Abril,Litoral,529
Outubro,Aurora,912
Maio,Litoral,508
Fevereiro,Progresso,1415
Novembro,Progresso,1780
Agosto,Planalto,675
Abril,Litoral,208
Setembro,Litoral,210
Maio,Aurora,1327
Setembro,Aurora,1970
Abril,Planalto,989
Outubro,Horizonte,1600
Maio,Horizonte,1622
Setembro,Horizonte,204
Agosto,Litoral,535
Marco,Litoral,481
Janeiro,Progresso,1100
Marco,Litoral,1053
Abril,Litoral,1085
Fevereiro,Litoral,116
Janeiro,Planalto,591
Julho,Litoral,145
Agosto,Aurora,264
Julho,Aurora,243
Maio,Progresso,1720
Dezembro,Planalto,1363
Janeiro,Aurora,1617
Julho,Planalto,934
Julho,Planalto,88
Setembro,Progresso,1937
Marco,Planalto,988
Setembro,Litoral,988
Janeiro,Planalto,255
Janeiro,Progresso,1972
Abril,Progresso,991
Setembro,Progresso,604
Junho,Aurora,533
Novembro,Litoral,1410
Marco,Aurora,1569
Janeiro,Horizonte,820
Abril,Litoral,298
Dezembro,Planalto,1147
Setembro,Progresso,422
Marco,Horizonte,1904
Dezembro,Litoral,928
Setembro,Aurora,1881
Julho,Progresso,1859
Dezembro,Aurora,884
Abril,Litoral,920
Marco,Litoral,751
Outubro,Horizonte,187
Maio,Planalto,997
Maio,Aurora,506
Marco,Horizonte,863
Dezembro,Progresso,872
Setembro,Planalto,991
Abril,Horizonte,1916
Novembro,Aurora,493
Maio,Litoral,402
Abril,Progresso,1045
Maio,Aurora,843
Julho,Planalto,460
Setembro,Planalto,727
Julho,Litoral,1863
Maio,Litoral,1611
Outubro,Progresso,502
Outubro,Progresso,468
Julho,Litoral,499
Outubro,Litoral,1044
Maio,Planalto,1658
Marco,Litoral,1188
Julho,Horizonte,100
Novembro,Aurora,1442
Novembro,Litoral,1987
Fevereiro,Progresso,1756
Dezembro,Horizonte,1853
Setembro,Progresso,1588
Outubro,Horizonte,259
Outubro,Litoral,937
Dezembro,Aurora,1047
Janeiro,Progresso,1976
Junho,Horizonte,1042
Julho,Planalto,1975
Agosto,Litoral,899
Outubro,Aurora,1886
Setembro,Litoral,1968
Fevereiro,Planalto,1927
Novembro,Aurora,676
Outubro,Planalto,728
Fevereiro,Litoral,1508
Maio,Horizonte,826
Maio,Litoral,1300
Junho,Litoral,712
Marco,Litoral,317
Agosto,Progresso,165
Janeiro,Planalto,1673
Junho,Planalto,1903
Abril,Planalto,803
Janeiro,Progresso,1433
Julho,Horizonte,1402
Setembro,Litoral,1918
Abril,Horizonte,1113
Abril,Progresso,231
Junho,Planalto,1563
Dezembro,Litoral,1282
Marco,Aurora,952
Dezembro,Aurora,1346
Junho,Horizonte,1192
Julho,Planalto,1455
Novembro,Aurora,995
Outubro,Horizonte,1609
Outubro,Progresso,307
Marco,Horizonte,1556
Julho,Horizonte,558
Marco,Horizonte,141
Fevereiro,Litoral,1234
Dezembro,Horizonte,198
Outubro,Horizonte,166
Abril,Litoral,507
Dezembro,Litoral,614
Agosto,Progresso,863
Setembro,Planalto,94
Julho,Aurora,1850
Janeiro,Aurora,823
Marco,Horizonte,1892
Dezembro,Progresso,283
Setembro,Horizonte,1448
Dezembro,Aurora,1620
Janeiro,Litoral,1923
Setembro,Planalto,1988
Agosto,Progresso,246
Janeiro,Litoral,74
Junho,Planalto,444
Maio,Progresso,763
Junho,Progresso,1858
Outubro,Aurora,1109
Dezembro,Litoral,1547
Maio,Progresso,272
Junho,Progresso,913
Maio,Planalto,1862
Novembro,Aurora,579
Dezembro,Horizonte,1261
Maio,Aurora,1475
Abril,Horizonte,306
Marco,Litoral,703
Marco,Litoral,1209
Abril,Progresso,1892
Setembro,Litoral,640
Fevereiro,Progresso,493
Setembro,Aurora,467
Janeiro,Litoral,1365
Janeiro,Aurora,623
Maio,Aurora,178
Junho,Litoral,1060
Junho,Aurora,390
Marco,Litoral,859
Julho,Litoral,1330
Setembro,Litoral,1041
Novembro,Horizonte,1797
Dezembro,Aurora,1639
Outubro,Planalto,1760
Agosto,Litoral,149
Junho,Aurora,88
Dezembro,Progresso,1999
Agosto,Litoral,312
Dezembro,Litoral,199
Maio,Planalto,1706
Agosto,Horizonte,739
Outubro,Horizonte,862
Dezembro,Litoral,1403
Abril,Aurora,1193
Outubro,Progresso,1657
Agosto,Progresso,268
Outubro,Aurora,955
Dezembro,Litoral,1983
Fevereiro,Progresso,1887
Dezembro,Horizonte,1196
Dezembro,Aurora,293
Maio,Planalto,935
Setembro,Litoral,636
Abril,Aurora,567
Novembro,Progresso,1094
Junho,Litoral,239
Janeiro,Horizonte,1298
Setembro,Litoral,964
Janeiro,Litoral,664
Maio,Horizonte,905
Abril,Horizonte,515
Dezembro,Litoral,148
Marco,Horizonte,879
Junho,Aurora,1436
Fevereiro,Horizonte,1046
Marco,Horizonte,1156
Maio,Litoral,1766
Setembro,Aurora,1737
Fevereiro,Planalto,105
Outubro,Planalto,1775
Agosto,Progresso,1095
Fevereiro,Horizonte,629
Novembro,Horizonte,234
Maio,Aurora,571
Julho,Planalto,1651
Agosto,Progresso,313
Janeiro,Aurora,1298
Junho,Horizonte,1708
Janeiro,Planalto,1111
Fevereiro,Progresso,1052
Janeiro,Litoral,172
Novembro,Planalto,1903
Maio,Progresso,1229
Outubro,Aurora,1979
Setembro,Litoral,350
Junho,Progresso,882
Novembro,Progresso,1140
Novembro,Horizonte,1978
Janeiro,Planalto,694
Janeiro,Horizonte,923
Fevereiro,Litoral,443
Setembro,Progresso,1725
Marco,Horizonte,1667
Janeiro,Planalto,1643
Maio,Litoral,710
Julho,Aurora,1478
Junho,Horizonte,1522
Dezembro,Litoral,1204
Janeiro,Aurora,118
Maio,Horizonte,1418
Maio,Litoral,811
Junho,Litoral,369
Marco,Horizonte,226
Maio,Litoral,633
Julho,Progresso,1602
Maio,Horizonte,1914
Maio,Litoral,1233
Maio,Aurora,631
Outubro,Aurora,1698
Outubro,Progresso,1817
Marco,Horizonte,1606
Janeiro,Litoral,1208
Maio,Litoral,1848
Setembro,Aurora,160
Janeiro,Progresso,1048
Marco,Aurora,807
Abril,Aurora,332
Janeiro,Progresso,1593
Janeiro,Horizonte,1869
Agosto,Litoral,1792
Fevereiro,Horizonte,243
Dezembro,Planalto,1016
Agosto,Planalto,1120
Julho,Planalto,1027
Outubro,Progresso,391
Outubro,Aurora,1315
Fevereiro,Horizonte,571
Junho,Litoral,1443
Junho,Planalto,850
Marco,Horizonte,952
Novembro,Planalto,180
Fevereiro,Planalto,1343
Dezembro,Litoral,863
Janeiro,Progresso,110
Junho,Aurora,213
Dezembro,Progresso,1598
Maio,Horizonte,321
Novembro,Progresso,1793
Setembro,Horizonte,1831
Janeiro,Horizonte,182
Julho,Aurora,1317
Maio,Litoral,1879
Maio,Aurora,1047
Fevereiro,Progresso,1507
Novembro,Horizonte,87
Marco,Planalto,1944
Julho,Planalto,1641
Junho,Horizonte,1392
Dezembro,Aurora,1583
Fevereiro,Litoral,1449
Junho,Aurora,1633
Fevereiro,Horizonte,666
Fevereiro,Horizonte,523
Fevereiro,Litoral,108
Novembro,Progresso,638
Marco,Progresso,548
Fevereiro,Litoral,1291
Abril,Progresso,1968
Setembro,Planalto,616
Junho,Progresso,616
Janeiro,Progresso,1202
Agosto,Progresso,953
Dezembro,Planalto,432
Julho,Progresso,1461
Outubro,Planalto,134
Marco,Litoral,1583
Janeiro,Aurora,1799
Maio,Litoral,676
Abril,Aurora,1510
Outubro,Litoral,875
Agosto,Aurora,342
Janeiro,Aurora,1122
Outubro,Horizonte,1140
Janeiro,Aurora,836
Dezembro,Aurora,178
Abril,Horizonte,78
Agosto,Progresso,1416
Maio,Progresso,1618
Fevereiro,Horizonte,1192
Junho,Planalto,741
Maio,Aurora,1736
Fevereiro,Aurora,182
Novembro,Horizonte,1400
Novembro,Horizonte,1258
Novembro,Planalto,1579
Marco,Progresso,695
Setembro,Litoral,738
Julho,Progresso,583
Julho,Aurora,1314
Novembro,Horizonte,1662
Junho,Planalto,1789
Agosto,Progresso,565
Abril,Planalto,1913
Agosto,Progresso,1009
Abril,Aurora,214
Agosto,Litoral,976
Setembro,Planalto,982
Marco,Planalto,1713
Marco,Litoral,606
Novembro,Planalto,1291
Fevereiro,Planalto,1820
Outubro,Progresso,1721
Marco,Progresso,729
Marco,Litoral,1042
Maio,Aurora,1822
Maio,Planalto,1678
Fevereiro,Aurora,1078
Dezembro,Litoral,1741
Outubro,Litoral,806
Junho,Progresso,1945
Maio,Planalto,1154
Junho,Horizonte,1320
Janeiro,Litoral,904
Maio,Planalto,542
Setembro,Aurora,698
Dezembro,Progresso,1459
Outubro,Aurora,1648
Fevereiro,Litoral,1041
Janeiro,Litoral,1380
Outubro,Aurora,677
Novembro,Litoral,674
Setembro,Planalto,592
Outubro,Litoral,56
Setembro,Progresso,1999
Setembro,Planalto,1003
Junho,Horizonte,564
Agosto,Litoral,1892
Novembro,Litoral,804
Janeiro,Progresso,1641
Outubro,Progresso,122
Abril,Aurora,59
Janeiro,Aurora,1646
Agosto,Aurora,611
Janeiro,Progresso,171
Marco,Aurora,736
Abril,Aurora,562
Agosto,Horizonte,1039
Junho,Aurora,490
Outubro,Litoral,1111
Dezembro,Progresso,751
Julho,Planalto,640
Agosto,Horizonte,1418
Fevereiro,Progresso,1411
Outubro,Progresso,1775
Novembro,Litoral,1257
Agosto,Aurora,116
Marco,Litoral,66
Julho,Aurora,1456
Marco,Aurora,417
Julho,Progresso,953
Novembro,Aurora,1389
Dezembro,Horizonte,1570
Fevereiro,Horizonte,1881
Outubro,Horizonte,770
Junho,Progresso,1418
Marco,Litoral,1007
Marco,Planalto,1626
Setembro,Aurora,957
Julho,Planalto,1038
Maio,Litoral,522
Dezembro,Litoral,164
Outubro,Progresso,149
Julho,Horizonte,1958
Setembro,Horizonte,487
Janeiro,Litoral,1418
Julho,Progresso,398
Junho,Progresso,188
Outubro,Aurora,877
Dezembro,Horizonte,373
Setembro,Litoral,895
Janeiro,Planalto,1375
Abril,Horizonte,343
Setembro,Aurora,1602
Abril,Progresso,1907
Outubro,Litoral,1017
Marco,Horizonte,1365
Setembro,Planalto,123
Fevereiro,Aurora,1848
Abril,Aurora,533
Junho,Horizonte,65
Fevereiro,Planalto,1599
Agosto,Aurora,1409
Agosto,Litoral,842
Janeiro,Aurora,1946
Dezembro,Planalto,565
Marco,Progresso,974
Outubro,Progresso,1200
Setembro,Horizonte,873
Maio,Planalto,567
Junho,Aurora,178
Abril,Aurora,560
Outubro,Progresso,472
Fevereiro,Progresso,434
Novembro,Litoral,1956
Agosto,Progresso,281
Novembro,Litoral,1008
Junho,Aurora,874
Maio,Litoral,1268
Setembro,Litoral,114
Janeiro,Horizonte,882
Maio,Progresso,664
Junho,Litoral,1350
Maio,Aurora,1743
Junho,Planalto,1297
Junho,Litoral,850
Julho,Progresso,327
Abril,Horizonte,1767
Novembro,Aurora,415
Agosto,Horizonte,565
Julho,Planalto,1288
Setembro,Litoral,488
Julho,Litoral,477
Marco,Progresso,778
Marco,Litoral,445
Agosto,Aurora,1282
Maio,Planalto,1574
Abril,Horizonte,1536
Agosto,Planalto,635
Junho,Litoral,1300
Fevereiro,Horizonte,424
Abril,Progresso,1573
Dezembro,Planalto,997
Novembro,Horizonte,142
Abril,Horizonte,1533
Junho,Horizonte,1650
Junho,Aurora,370
Janeiro,Planalto,1083
Agosto,Horizonte,963
Junho,Planalto,1376
Marco,Horizonte,1395
Setembro,Progresso,1890
Fevereiro,Progresso,1529
Novembro,Progresso,1351
Agosto,Litoral,1671
Outubro,Horizonte,1611
Marco,Litoral,1803
Dezembro,Planalto,1466
Maio,Litoral,966
Junho,Planalto,144
Outubro,Planalto,1829
Junho,Planalto,1008
Abril,Litoral,1180
Marco,Horizonte,1463
Abril,Litoral,1833
Janeiro,Horizonte,1599
Abril,Horizonte,1746
Janeiro,Planalto,120
Dezembro,Litoral,713
Janeiro,Horizonte,1018
Outubro,Progresso,636
Junho,Horizonte,1449
Maio,Progresso,776
Novembro,Litoral,417
Abril,Litoral,100
Novembro,Litoral,1971
Marco,Horizonte,1216
Janeiro,Aurora,1492
Junho,Horizonte,1621
Fevereiro,Horizonte,1573
Agosto,Planalto,1959
Outubro,Planalto,1037
Maio,Horizonte,1240
Julho,Progresso,1821
Outubro,Planalto,309
Dezembro,Horizonte,1265
Fevereiro,Aurora,1275
Agosto,Progresso,1847
Fevereiro,Litoral,1258
Abril,Horizonte,207
Janeiro,Horizonte,1831
Maio,Progresso,1695
Setembro,Planalto,148
Janeiro,Planalto,290
Setembro,Planalto,1564
Novembro,Litoral,251
Agosto,Progresso,683
Junho,Progresso,1582
Julho,Planalto,1702
Marco,Planalto,1169
Janeiro,Aurora,795
Maio,Aurora,539
Dezembro,Horizonte,628
Dezembro,Horizonte,1961
Fevereiro,Progresso,1291
Maio,Progresso,576
Agosto,Litoral,322
Novembro,Litoral,1292
Setembro,Aurora,835
Fevereiro,Horizonte,1956
Dezembro,Aurora,1732
Marco,Aurora,1405
Marco,Horizonte,1929
Janeiro,Litoral,502
Agosto,Horizonte,1225
Junho,Planalto,396
Dezembro,Planalto,865
Agosto,Planalto,463
Novembro,Progresso,1600
Setembro,Litoral,480
Maio,Litoral,428
Dezembro,Progresso,1047
Marco,Aurora,944
Maio,Planalto,477
Maio,Planalto,1939
Maio,Aurora,1996
Marco,Horizonte,1157
Novembro,Horizonte,241
Outubro,Litoral,90
Abril,Progresso,1937
Setembro,Litoral,1909
