Mes,Subestacao,Consumo(kWh)
Abril,Horizonte,1665
Setembro,Litoral,940
Marco,Litoral,1628
Julho,Progresso,1531
Junho,Aurora,1162
Agosto,Horizonte,1733
Novembro,Progresso,1168
Setembro,Horizonte,501
Maio,Aurora,477
Janeiro,Aurora,1224
Marco,Progresso,1587
Outubro,Aurora,1449
Dezembro,Planalto,1095
Agosto,Litoral,932
Novembro,Progresso,362
Junho,Horizonte,889
Agosto,Planalto,568
Setembro,Progresso,1279
Abril,Aurora,424
Janeiro,Aurora,500
Janeiro,Aurora,1699
Outubro,Aurora,1857
Abril,Horizonte,1064
Dezembro,Planalto,644
Julho,Litoral,1252
Fevereiro,Horizonte,1283
Marco,Horizonte,549
Janeiro,Litoral,513
Maio,Litoral,1913
Janeiro,Aurora,1197
Agosto,Horizonte,162
Janeiro,Progresso,1085
Novembro,Litoral,1199
Janeiro,Litoral,1638
Fevereiro,Planalto,380
Fevereiro,Progresso,1974
Dezembro,Progresso,1356
Junho,Litoral,189
Julho,Aurora,1474
Maio,Planalto,951
Janeiro,Progresso,1170
Janeiro,Litoral,566
Marco,Progresso,618
Fevereiro,Planalto,1997
Maio,Planalto,895
Dezembro,Horizonte,1142
Outubro,Litoral,167
Junho,Planalto,937
Julho,Horizonte,1132
Abril,Horizonte,1106
Julho,Progresso,1391
Novembro,Progresso,99
Agosto,Horizonte,1953
Novembro,Progresso,1562
Janeiro,Planalto,68
Junho,Aurora,775
Agosto,Planalto,246
Maio,Horizonte,1964
Abril,Horizonte,1523
Fevereiro,Planalto,608
Junho,Progresso,1752
Junho,Progresso,501
Novembro,Horizonte,338
Janeiro,Litoral,1214
Setembro,Progresso,1157
Dezembro,Planalto,1767
Novembro,Progresso,440
Junho,Planalto,1664
Marco,Horizonte,264
Abril,Progresso,1599
Dezembro,Planalto,264
Novembro,Horizonte,1476
Abril,Litoral,177
Marco,Planalto,1895
Outubro,Litoral,1550
Marco,Litoral,809
Marco,Aurora,453
Abril,Progresso,1102
Julho,Planalto,1865
Abril,Litoral,387
Setembro,Aurora,880
Janeiro,Horizonte,763
Agosto,Planalto,410
Julho,Litoral,618
Fevereiro,Progresso,1465
Agosto,Aurora,267
Janeiro,Litoral,1647
Novembro,Progresso,1742
Dezembro,Litoral,251
Setembro,Planalto,66
Setembro,Planalto,371
Fevereiro,Planalto,567
Julho,Aurora,1643
Outubro,Planalto,1398
Marco,Progresso,1485
Julho,Litoral,1391
Dezembro,Horizonte,730
Outubro,Progresso,1155
Setembro,Progresso,1547
Abril,Planalto,1541
Dezembro,Aurora,474
Janeiro,Litoral,1804
Fevereiro,Aurora,1762
Janeiro,Litoral,1277
Dezembro,Litoral,1656
Maio,Aurora,1068
Maio,Progresso,436
Novembro,Litoral,827
Julho,Aurora,147
Setembro,Litoral,1418
Setembro,Horizonte,1876
Marco,Progresso,257
Marco,Planalto,1587
Marco,Litoral,1709
Abril,Horizonte,1865
Agosto,Planalto,635
Junho,Planalto,215
Agosto,Litoral,71
Janeiro,Aurora,203
Agosto,Litoral,1512
Abril,Horizonte,1368
Novembro,Planalto,268
Janeiro,Litoral,718
Agosto,Aurora,1568
Abril,Litoral,279
Junho,Progresso,69
Agosto,Aurora,602
Abril,Horizonte,999
Marco,Planalto,197
Setembro,Litoral,1181
Marco,Aurora,452
Setembro,Progresso,645
Fevereiro,Aurora,1556
Fevereiro,Progresso,416
Fevereiro,Horizonte,1907
Junho,Planalto,1487
Marco,Horizonte,1382
Setembro,Litoral,851
Abril,Aurora,967
Janeiro,Progresso,1908
Abril,Progresso,1207
Janeiro,Aurora,1792
Maio,Aurora,1356
Abril,Litoral,1851
Agosto,Horizonte,122
Agosto,Progresso,530
Julho,Litoral,1425
Marco,Horizonte,609
Janeiro,Litoral,1399
Janeiro,Progresso,794
Dezembro,Aurora,1516
Novembro,Aurora,149
Marco,Horizonte,1132
Junho,Planalto,557
Julho,Horizonte,307
Junho,Planalto,462
Junho,Litoral,1525
Junho,Litoral,1138
Marco,Progresso,644
Junho,Planalto,1227
Agosto,Progresso,315
Novembro,Aurora,870
Novembro,Planalto,1152
Fevereiro,Horizonte,1388
Maio,Aurora,711
Janeiro,Aurora,996
Dezembro,Horizonte,609
Janeiro,Aurora,966
Maio,Planalto,940
Dezembro,Progresso,1321
Marco,Aurora,1863
Abril,Planalto,917
Marco,Litoral,659
Janeiro,Planalto,463
Janeiro,Progresso,74
Dezembro,Planalto,333
Dezembro,Horizonte,1522
Maio,Progresso,930
Junho,Litoral,350
Marco,Horizonte,1141
Dezembro,Planalto,1080
Setembro,Progresso,866
Maio,Litoral,1210
Agosto,Horizonte,1237
Janeiro,Litoral,132
Maio,Planalto,1970
Marco,Litoral,1723
Dezembro,Aurora,1493
Janeiro,Horizonte,1146
Abril,Litoral,1310
Maio,Planalto,95
Julho,Planalto,667
Janeiro,Litoral,977
Marco,Planalto,1873
Fevereiro,Progresso,311
Setembro,Progresso,225
Outubro,Progresso,1239
Junho,Aurora,706
Outubro,Litoral,891
Marco,Aurora,419
Agosto,Planalto,1868
Agosto,Aurora,103
Fevereiro,Planalto,739
Junho,Planalto,1492
Julho,Horizonte,1829
Fevereiro,Progresso,1580
Novembro,Planalto,1414
Outubro,Horizonte,1200
Fevereiro,Progresso,1482
Outubro,Planalto,1997
Janeiro,Planalto,416
Agosto,Aurora,1344
Janeiro,Aurora,693
Setembro,Progresso,1678
Novembro,Planalto,428
Junho,Litoral,122
Julho,Aurora,1996
Outubro,Progresso,1995
Julho,Planalto,964
Outubro,Planalto,1321
Marco,Litoral,909
Fevereiro,Progresso,1858
Setembro,Planalto,92
Agosto,Aurora,426
Dezembro,Litoral,1114
Outubro,Progresso,219
Julho,Litoral,261
Setembro,Aurora,1566
Abril,Progresso,1753
Abril,Litoral,88
Janeiro,Horizonte,418
Agosto,Aurora,806
Dezembro,Aurora,200
Marco,Aurora,1184
Julho,Horizonte,1553
Dezembro,Horizonte,1509
Fevereiro,Planalto,1120
Fevereiro,Litoral,1073
Julho,Planalto,1648
Junho,Litoral,786
Marco,Horizonte,1439
Setembro,Horizonte,118
Outubro,Planalto,348
Junho,Progresso,993
Outubro,Planalto,851
Outubro,Litoral,345
Junho,Planalto,252
Janeiro,Aurora,110
Abril,Litoral,995
Outubro,Litoral,1012
Junho,Progresso,1903
Junho,Horizonte,1387
Novembro,Litoral,1234
Dezembro,Horizonte,380
Maio,Planalto,1601
Janeiro,Aurora,387
Agosto,Progresso,1679
Maio,Horizonte,1377
Dezembro,Litoral,1576
Dezembro,Horizonte,1723
Dezembro,Litoral,1411
Maio,Horizonte,1623
Julho,Litoral,688
Abril,Planalto,324
Junho,Litoral,1237
Abril,Litoral,1516
Marco,Aurora,368
Julho,Litoral,638
Agosto,Aurora,553
Abril,Progresso,1759
Fevereiro,Aurora,436
Dezembro,Planalto,919
Outubro,Aurora,882
Marco,Progresso,1064
Janeiro,Planalto,1961
Agosto,Horizonte,652
Marco,Horizonte,1823
Dezembro,Aurora,1849
Outubro,Aurora,740
Julho,Progresso,543
Outubro,Progresso,539
Maio,Litoral,770
Outubro,Progresso,1146
Maio,Litoral,558
Julho,Planalto,439
Setembro,Aurora,1692
Dezembro,Planalto,1930
Maio,Progresso,344
Janeiro,Planalto,1442
Outubro,Planalto,845
Outubro,Planalto,914
Janeiro,Progresso,1767
Fevereiro,Planalto,598
Junho,Litoral,698
Setembro,Progresso,1923
Agosto,Planalto,617
Maio,Progresso,1260
Janeiro,Horizonte,902
Julho,Litoral,819
Maio,Planalto,494
Junho,Horizonte,1643
Julho,Horizonte,412
Marco,Progresso,172
Dezembro,Horizonte,1261
Outubro,Litoral,791
Marco,Litoral,729
Maio,Aurora,469
Junho,Litoral,1699
Setembro,Horizonte,1325
Dezembro,Litoral,1692
Maio,Progresso,1622
Janeiro,Aurora,1408
Abril,Horizonte,141
Maio,Aurora,1603
Dezembro,Horizonte,1939
Outubro,Progresso,112
Outubro,Aurora,1735
Maio,Planalto,561
Julho,Horizonte,1212
Abril,Planalto,1771
Janeiro,Aurora,1258
Maio,Planalto,1278
Julho,Planalto,821
Outubro,Aurora,1287
Outubro,Progresso,305
Junho,Planalto,184
Maio,Planalto,1646
Abril,Progresso,924
Fevereiro,Planalto,871
Abril,Planalto,137
Outubro,Planalto,1909
Outubro,Litoral,1037
Marco,Progresso,1280
Outubro,Planalto,1202
Janeiro,Progresso,872
Agosto,Horizonte,1076
Maio,Horizonte,1023
Abril,Planalto,983
Agosto,Progresso,1827
Julho,Progresso,170
Fevereiro,Progresso,1458
Janeiro,Litoral,1687
Dezembro,Horizonte,1111
Novembro,Progresso,1414
Abril,Progresso,1057
Agosto,Litoral,974
Dezembro,Litoral,694
Fevereiro,Progresso,763
Marco,Aurora,909
Dezembro,Progresso,70
Janeiro,Progresso,291
Janeiro,Litoral,504
Marco,Litoral,1012
Novembro,Progresso,670
Maio,Progresso,352
Dezembro,Progresso,1669
Marco,Litoral,1668
Janeiro,Progresso,852
Janeiro,Progresso,1013
Agosto,Planalto,118
Outubro,Aurora,1202
Novembro,Horizonte,245
Dezembro,Aurora,189
Dezembro,Planalto,1517
Fevereiro,Horizonte,332
Marco,Progresso,361
Fevereiro,Planalto,795
Marco,Progresso,1608
Julho,Litoral,1738
Janeiro,Planalto,326
Outubro,Litoral,110
Agosto,Planalto,1392
Outubro,Planalto,1963
Outubro,Litoral,101
Outubro,Horizonte,1929
Fevereiro,Aurora,202
Marco,Progresso,1822
Setembro,Planalto,1384
Julho,Progresso,1887
Abril,Litoral,593
Outubro,Progresso,616
Maio,Litoral,1937
Fevereiro,Progresso,1462
Novembro,Aurora,1621
Agosto,Aurora,671
Abril,Aurora,1250
Setembro,Aurora,1435
Maio,Aurora,363
Setembro,Aurora,856
Abril,Litoral,897
Outubro,Planalto,146
Maio,Progresso,930
Setembro,Aurora,1286
Agosto,Litoral,878
Marco,Litoral,186
Janeiro,Litoral,1079
Marco,Planalto,1060
Abril,Progresso,158
Fevereiro,Planalto,596
Janeiro,Horizonte,1112
Julho,Litoral,711
Agosto,Horizonte,474
Julho,Aurora,679
Maio,Aurora,310
Dezembro,Planalto,1499
Janeiro,Progresso,136
Julho,Horizonte,514
Julho,Progresso,125
Setembro,Planalto,520
Marco,Aurora,463
Setembro,Progresso,874
Janeiro,Progresso,944
Janeiro,Aurora,775
Abril,Horizonte,506
Setembro,Aurora,1358
Junho,Progresso,1312
Novembro,Horizonte,1750
Marco,Horizonte,1672
Janeiro,Aurora,702
Abril,Progresso,721
Dezembro,Planalto,1631
Setembro,Progresso,1445
Marco,Litoral,544
Dezembro,Planalto,1697
Setembro,Horizonte,1992
Julho,Planalto,1118
Dezembro,Horizonte,1474
Abril,Horizonte,1320
Marco,Planalto,1689
Outubro,Horizonte,646
Maio,Horizonte,499
Maio,Litoral,534
Marco,Progresso,695
Dezembro,Progresso,669
Setembro,Litoral,1091
Abril,Planalto,1679
Novembro,Aurora,711
Maio,Aurora,807
Abril,Aurora,338
Maio,Litoral,1487
Julho,Litoral,770
Setembro,Horizonte,687
Julho,Aurora,284
Maio,Planalto,465
Outubro,Planalto,987
Outubro,Aurora,548
Julho,Aurora,1023
Outubro,Aurora,683
Maio,Litoral,1723
Marco,Litoral,1069
Julho,Litoral,164
Novembro,Progresso,981
Novembro,Planalto,723
Fevereiro,Planalto,1786
Dezembro,Horizonte,1307
Setembro,Litoral,1613
Outubro,Progresso,1084
Outubro,Progresso,255
Dezembro,Planalto,1752
Janeiro,Litoral,296
Junho,Horizonte,1632
Julho,Litoral,807
Agosto,Aurora,1200
Outubro,Litoral,196
Setembro,Aurora,167
Fevereiro,Aurora,1984
Novembro,Horizonte,1455
Outubro,Planalto,461
Fevereiro,Litoral,1737
Maio,Aurora,1657
Maio,Litoral,412
Junho,Planalto,1582
Marco,Planalto,186
Agosto,Progresso,1248
Janeiro,Planalto,1362
Junho,Horizonte,1007
Abril,Aurora,1554
Janeiro,Progresso,68
Julho,Horizonte,244
Setembro,Litoral,379
Abril,Aurora,224
Abril,Planalto,1051
Junho,Aurora,498
Dezembro,Litoral,1998
Marco,Progresso,995
Dezembro,Progresso,1427
Junho,Progresso,1572
Julho,Planalto,190
Novembro,Horizonte,807
Outubro,Horizonte,1970
Outubro,Aurora,979
Marco,Planalto,142
Julho,Progresso,288
Marco,Progresso,254
Fevereiro,Litoral,609
Dezembro,Litoral,1506
Outubro,Progresso,294
Abril,Progresso,881
Dezembro,Planalto,1390
Agosto,Horizonte,974
Setembro,Litoral,344
Julho,Horizonte,689
Janeiro,Planalto,905
Marco,Progresso,1355
Dezembro,Horizonte,66
Setembro,Progresso,120
Dezembro,Progresso,1342
Janeiro,Aurora,1398
Setembro,Horizonte,1867
Agosto,Horizonte,354
Janeiro,Progresso,1524
Junho,Planalto,1080
Maio,Aurora,1387
Junho,Progresso,866
Outubro,Litoral,1176
Dezembro,Litoral,870
Maio,Aurora,242
Junho,Planalto,1826
Maio,Progresso,1647
Novembro,Horizonte,578
Dezembro,Aurora,220
Maio,Planalto,1610
Abril,Horizonte,300
Marco,Litoral,1838
Marco,Litoral,1460
Abril,Horizonte,1280
Setembro,Aurora,590
Fevereiro,Litoral,1702
Setembro,Progresso,465
Janeiro,Horizonte,843
Janeiro,Horizonte,1453
Maio,Litoral,1217
Junho,Aurora,74
Junho,Progresso,1895
Marco,Aurora,717
Julho,Planalto,1146
Setembro,Planalto,681
Novembro,Litoral,1897
Dezembro,Litoral,1906
Outubro,Litoral,1166
Agosto,Planalto,554
Junho,Aurora,1671
Dezembro,Aurora,385
Agosto,Litoral,474
Dezembro,Progresso,548
Maio,Aurora,1437
Agosto,Planalto,996
Outubro,Horizonte,679
Dezembro,Horizonte,1818
Abril,Horizonte,1272
Outubro,Progresso,767
Agosto,Litoral,1486
Outubro,Planalto,388
Dezembro,Progresso,708
Fevereiro,Planalto,1011
Dezembro,Planalto,478
Dezembro,Litoral,1856
Maio,Horizonte,948
Setembro,Litoral,188
Abril,Progresso,1766
Novembro,Progresso,991
Junho,Progresso,591
Janeiro,Litoral,106
Setembro,Planalto,1305
Janeiro,Planalto,707
Maio,Aurora,484
Abril,Progresso,433
Dezembro,Planalto,609
Marco,Aurora,243
Junho,Planalto,1809
Fevereiro,Progresso,1721
Marco,Horizonte,583
Maio,Progresso,567
Setembro,Litoral,765
Fevereiro,Planalto,800
Outubro,Planalto,234
Agosto,Litoral,1945
Fevereiro,Litoral,341
Novembro,Horizonte,1408
Maio,Planalto,781
Julho,Planalto,165
Agosto,Horizonte,874
Janeiro,Aurora,1122
Junho,Horizonte,734
Janeiro,Progresso,131
Fevereiro,Planalto,883
Janeiro,Litoral,382
Novembro,Progresso,606
Maio,Planalto,384
Outubro,Horizonte,581
Setembro,Progresso,270
Junho,Planalto,684
Novembro,Aurora,1819
Novembro,Aurora,1806
Janeiro,Litoral,372
Janeiro,Planalto,1924
Fevereiro,Aurora,52
Setembro,Horizonte,1767
Marco,Planalto,255
Janeiro,Horizonte,1905
Maio,Horizonte,89
Julho,Aurora,108
Junho,Planalto,1000
Dezembro,Progresso,623
Janeiro,Aurora,693
Maio,Aurora,1580
Maio,Planalto,1645
Junho,Planalto,1957
Marco,Horizonte,892
Maio,Planalto,1195
Julho,Horizonte,1552
Maio,Aurora,668
Maio,Litoral,145
Maio,Progresso,1932
Outubro,Aurora,1487
Outubro,Planalto,1308
Marco,Progresso,947
Janeiro,Litoral,1135
Maio,Litoral,1329
Setembro,Horizonte,610
Janeiro,Progresso,954
Marco,Horizonte,397
Abril,Aurora,720
Janeiro,Progresso,1197
Janeiro,Aurora,1555
Agosto,Horizonte,366
Fevereiro,Progresso,1577
Dezembro,Horizonte,768
Agosto,Progresso,1121
Julho,Horizonte,1482
Outubro,Litoral,1209
Outubro,Horizonte,1274
Fevereiro,Litoral,299
Junho,Horizonte,363
Junho,Progresso,1942
Marco,Progresso,1441
Novembro,Progresso,1502
Fevereiro,Planalto,1903
Dezembro,Aurora,856
Janeiro,Progresso,1553
Junho,Litoral,1387
Dezembro,Progresso,1573
Maio,Planalto,1794
Novembro,Litoral,1428
Setembro,Planalto,534
Janeiro,Litoral,1284
Julho,Horizonte,1777
Maio,Aurora,93
Maio,Aurora,1614
Fevereiro,Planalto,620
Novembro,Aurora,632
Marco,Planalto,1165
Julho,Planalto,1338
Junho,Planalto,944
Dezembro,Aurora,269
Fevereiro,Planalto,1975
Junho,Aurora,974
Fevereiro,Planalto,1515
Fevereiro,Progresso,450
Fevereiro,Planalto,1473
Novembro,Litoral,776
Marco,Planalto,1040
Fevereiro,Horizonte,948
Abril,Planalto,1862
Setembro,Litoral,1649
Junho,Litoral,907
Janeiro,Aurora,853
Agosto,Progresso,539
Dezembro,Planalto,1558
Julho,Aurora,1830
Outubro,Progresso,1543
Marco,Planalto,1647
Janeiro,Horizonte,987
Maio,Planalto,893
Abril,Litoral,1755
Outubro,Litoral,1518
Agosto,Horizonte,1342
Janeiro,Aurora,316
Outubro,Progresso,103
Janeiro,Planalto,577
Dezembro,Litoral,1593
Abril,Aurora,665
Agosto,Horizonte,1132
Maio,Litoral,1898
Fevereiro,Horizonte,1113
Junho,Planalto,1310
Maio,Progresso,1004
Fevereiro,Litoral,435
Novembro,Litoral,1679
Novembro,Planalto,783
Novembro,Aurora,765
Marco,Progresso,699
Setembro,Litoral,349
Julho,Progresso,444
Julho,Litoral,1280
Novembro,Progresso,1409
Junho,Horizonte,642
Agosto,Litoral,1803
Abril,Progresso,563
Agosto,Aurora,1251
Abril,Horizonte,445
Agosto,Horizonte,420
Setembro,Aurora,907
Marco,Progresso,840
Marco,Planalto,707
Novembro,Aurora,1391
Fevereiro,Progresso,785
Outubro,Aurora,1442
Marco,Aurora,433
Marco,Litoral,111
Maio,Progresso,1879
Maio,Planalto,554
Fevereiro,Litoral,288
Dezembro,Aurora,244
Outubro,Aurora,727
Junho,Aurora,1295
Maio,Progresso,110
Junho,Progresso,1202
Janeiro,Litoral,1039
Maio,Planalto,734
Setembro,Litoral,205
Dezembro,Horizonte,1990
Outubro,Aurora,1451
Fevereiro,Aurora,1695
Janeiro,Aurora,1854
Outubro,Litoral,972
Novembro,Litoral,917
Setembro,Aurora,952
Outubro,Litoral,1863
Setembro,Progresso,1659
Setembro,Progresso,1048
Junho,Litoral,1510
Agosto,Aurora,1024
Novembro,Litoral,1280
Janeiro,Litoral,437
Outubro,Litoral,1553
Abril,Horizonte,1864
Janeiro,Progresso,936
Agosto,Planalto,887
Janeiro,Planalto,1413
Marco,Horizonte,1942
Abril,Litoral,389
Agosto,Horizonte,253
Junho,Horizonte,210
Outubro,Aurora,1613
Dezembro,Progresso,441
Julho,Planalto,818
Agosto,Litoral,1750
Fevereiro,Planalto,624
Outubro,Planalto,583
Novembro,Progresso,1143
Agosto,Planalto,942
Marco,Planalto,454
Julho,Horizonte,657
Marco,Progresso,1748
Julho,Aurora,1664
Novembro,Litoral,1590
Dezembro,Planalto,877
Fevereiro,Litoral,1193
Outubro,Aurora,1887
Junho,Litoral,739
Marco,Aurora,1761
Marco,Horizonte,951
Setembro,Planalto,1290
Julho,Aurora,105
Maio,Litoral,415
Dezembro,Planalto,1772
Outubro,Horizonte,1577
Julho,Planalto,1817
Setembro,Aurora,1840
Janeiro,Horizonte,1998
Julho,Litoral,504
Junho,Horizonte,153
Outubro,Horizonte,126
Dezembro,Progresso,279
Setembro,Horizonte,1987
Janeiro,Horizonte,1331
Abril,Planalto,1337
Setembro,Litoral,380
Abril,Planalto,1255
Outubro,Planalto,942
Marco,Aurora,1841
Setembro,Planalto,1623
Fevereiro,Progresso,737
Abril,Progresso,76
Junho,Aurora,1349
Fevereiro,Litoral,1725
Agosto,Litoral,348
Agosto,Planalto,1006
Janeiro,Planalto,848
Dezembro,Planalto,1164
Marco,Litoral,529
Outubro,Horizonte,622
Setembro,Progresso,507
Maio,Horizonte,1524
Junho,Horizonte,414
Abril,Litoral,908
Outubro,Horizonte,1748
Fevereiro,Aurora,400
Novembro,Planalto,1728
Agosto,Aurora,1473
Novembro,Progresso,302
Junho,Planalto,830
Maio,Horizonte,1954
Setembro,Progresso,852
Janeiro,Planalto,1061
Maio,Horizonte,508
Junho,Aurora,1772
Maio,Planalto,966
Junho,Horizonte,548
Junho,Aurora,999
Julho,Progresso,1999
Abril,Progresso,557
Novembro,Progresso,1377
Agosto,Progresso,550
Julho,Litoral,852
Setembro,Planalto,647
Julho,Planalto,215
Marco,Litoral,1488
Marco,Horizonte,511
Agosto,Horizonte,969
Maio,Progresso,163
Abril,Aurora,1506
Agosto,Horizonte,1041
Junho,Aurora,1429
Fevereiro,Planalto,1768
Abril,Aurora,256
Dezembro,Planalto,1841
Novembro,Litoral,1308
Abril,Litoral,1515
Junho,Progresso,1428
Junho,Horizonte,564
Janeiro,Progresso,1281
Agosto,Planalto,758
Junho,Progresso,1926
Marco,Aurora,1198
Setembro,Planalto,187
Fevereiro,Litoral,388
Novembro,Horizonte,586
Agosto,Planalto,117
Outubro,Planalto,1646
Marco,Aurora,1614
Dezembro,Horizonte,432
Maio,Litoral,68
Junho,Planalto,732
Outubro,Planalto,1523
Junho,Aurora,123
Abril,Progresso,622
Marco,Litoral,988
Abril,Horizonte,1738
Janeiro,Planalto,1349
Abril,Planalto,1121
Janeiro,Litoral,260
Dezembro,Progresso,904
Janeiro,Planalto,1993
Outubro,Litoral,700
Junho,Aurora,1695
Maio,Progresso,1043
Novembro,Horizonte,744
Abril,Planalto,589
Novembro,Litoral,1782
Marco,Aurora,1264
Janeiro,Horizonte,1388
Junho,Litoral,950
Fevereiro,Litoral,1636
Agosto,Horizonte,1734
Outubro,Aurora,829
Maio,Aurora,1635
Julho,Progresso,1973
Outubro,Planalto,1831
Dezembro,Horizonte,1186
Fevereiro,Horizonte,219
Agosto,Horizonte,1541
Fevereiro,Aurora,1751
Abril,Planalto,1994
Janeiro,Progresso,1087
Maio,Litoral,1788
Setembro,Litoral,337
Janeiro,Horizonte,1980
Setembro,Planalto,238
Novembro,Aurora,963
Agosto,Planalto,1228
Junho,Planalto,1640
Julho,Aurora,743
Marco,Horizonte,1795
Janeiro,Planalto,937
Maio,Litoral,520
Dezembro,Aurora,1148
Dezembro,Progresso,326
Fevereiro,Horizonte,989
Maio,Aurora,1718
Agosto,Progresso,1416
Novembro,Progresso,1498
Setembro,Planalto,620
Fevereiro,Planalto,1584
Dezembro,Planalto,906
Marco,Aurora,1050
Marco,Aurora,1255
Janeiro,Horizonte,507
Agosto,Planalto,967
Junho,Progresso,1924
Dezembro,Litoral,882
Agosto,Horizonte,1137
Novembro,Aurora,888
Setembro,Horizonte,1333
Maio,Horizonte,242
Dezembro,Horizonte,1728
Marco,Horizonte,665
Maio,Litoral,455
Maio,Planalto,1799
Maio,Progresso,1827
Marco,Horizonte,992
Novembro,Horizonte,770
Outubro,Horizonte,142
Abril,Planalto,479
Setembro,Aurora,703
Outubro,Aurora,1507
Setembro,Litoral,1477
Fevereiro,Aurora,483
Agosto,Horizonte,1185
